,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,client_id,served_model_name,served_accuracy,post-QoS,algorithm,QoS,mc_run
32,2,1.0,0.0,2,0.23546171188354492,3,291,291,True,True,rpi4-1,MobileNet,0.5,0.6322691440582275,EGP,0.8098070827125,0
33,3,1.0,0.0,3,0.38362836837768555,3,8,8,True,True,rpi4-1,MobileNet,0.5,0.5581858158111572,EGP,0.8098070827125,0
34,4,1.0,0.0,4,0.3327639102935791,3,185,185,True,True,rpi4-1,MobileNet,0.5,0.5836180448532104,EGP,0.8098070827125,0
35,5,1.0,0.0,5,0.28484630584716797,3,127,134,True,True,rpi4-1,MobileNet,0.5,0.607576847076416,EGP,0.8098070827125,0
36,6,1.0,0.0,6,0.3059537410736084,3,310,310,True,True,rpi4-1,MobileNet,0.5,0.5970231294631958,EGP,0.8098070827125,0
37,7,1.0,0.0,7,0.22386550903320312,3,153,153,True,True,rpi4-1,MobileNet,0.5,0.6380672454833984,EGP,0.8098070827125,0
38,8,1.0,0.0,8,0.2895052433013916,3,234,234,True,True,rpi4-1,MobileNet,0.5,0.6052473783493042,EGP,0.8098070827125,0
39,9,1.0,0.0,9,0.2080845832824707,3,816,87,True,True,rpi4-1,MobileNet,0.5,0.6459577083587646,EGP,0.8098070827125,0
40,10,1.0,0.5,20,0.3197009563446045,3,570,691,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
41,11,1.0,0.5,21,0.2420365810394287,3,427,756,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
42,12,1.0,0.5,22,0.18125700950622559,3,951,951,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
43,13,1.0,0.5,23,0.1488478183746338,3,702,842,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
44,14,1.0,0.5,24,0.1563856601715088,3,943,949,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
45,15,1.0,0.5,25,0.15931963920593262,3,927,927,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
46,16,1.0,0.5,26,0.16334009170532227,3,474,834,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
47,17,1.0,0.5,27,0.17046093940734863,3,532,765,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
48,18,1.0,0.5,28,0.14771628379821777,3,781,752,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
49,19,1.0,0.5,29,0.1414177417755127,3,531,826,True,False,jetson2,MobileNet,0.5,0.75,EGP,0.8098070827125,0
50,20,0.5,0.0,10,0.2999560832977295,0,146,357,False,True,jetson,AlexNet,0.3,0.7500219583511353,EGP,0.959606171503125,0
51,21,0.5,0.0,11,0.1997089385986328,0,216,341,False,True,jetson,AlexNet,0.3,0.8001455307006836,EGP,0.959606171503125,0
52,22,0.5,0.0,12,0.18707871437072754,0,507,503,False,True,jetson,AlexNet,0.3,0.8064606428146363,EGP,0.959606171503125,0
53,23,0.5,0.0,13,0.14704275131225586,0,704,412,False,True,jetson,AlexNet,0.3,0.8264786243438721,EGP,0.959606171503125,0
54,24,0.5,0.0,14,0.17946195602416992,0,406,406,False,True,jetson,AlexNet,0.3,0.8102690219879151,EGP,0.959606171503125,0
55,25,0.5,0.0,15,0.16655755043029785,0,687,601,False,True,jetson,AlexNet,0.3,0.8167212247848511,EGP,0.959606171503125,0
56,26,0.5,0.0,16,0.17081212997436523,0,342,342,False,True,jetson,AlexNet,0.3,0.8145939350128174,EGP,0.959606171503125,0
57,27,0.5,0.0,17,0.1589515209197998,0,516,556,False,True,jetson,AlexNet,0.3,0.8205242395401001,EGP,0.959606171503125,0
58,28,0.5,0.0,18,0.14876151084899902,0,817,479,False,True,jetson,AlexNet,0.3,0.8256192445755005,EGP,0.959606171503125,0
59,29,0.5,0.0,19,0.1405785083770752,0,460,460,False,True,jetson,AlexNet,0.3,0.8297107458114624,EGP,0.959606171503125,0
60,0,1.0,0.0,0,0.28598856925964355,3,331,331,True,True,rpi4-1,MobileNet,0.5,0.6070057153701782,AGP,0.8098070827125,0
61,1,1.0,0.0,1,0.25888800621032715,3,209,209,True,True,rpi4-1,MobileNet,0.5,0.6205559968948364,AGP,0.8098070827125,0
62,2,1.0,0.0,2,0.2769126892089844,3,291,291,True,True,rpi4-1,MobileNet,0.5,0.6115436553955078,AGP,0.8098070827125,0
63,3,1.0,0.0,3,0.34301304817199707,3,8,8,True,True,rpi4-1,MobileNet,0.5,0.5784934759140015,AGP,0.8098070827125,0
64,4,1.0,0.0,4,0.3055233955383301,3,185,185,True,True,rpi4-1,MobileNet,0.5,0.597238302230835,AGP,0.8098070827125,0
65,5,1.0,0.0,5,0.3670470714569092,3,127,134,True,True,rpi4-1,MobileNet,0.5,0.5664764642715454,AGP,0.8098070827125,0
66,6,1.0,0.0,6,0.297940731048584,3,310,310,True,True,rpi4-1,MobileNet,0.5,0.601029634475708,AGP,0.8098070827125,0
67,7,1.0,0.0,7,0.24253082275390625,3,153,153,True,True,rpi4-1,MobileNet,0.5,0.6287345886230469,AGP,0.8098070827125,0
68,8,1.0,0.0,8,0.27701568603515625,3,234,234,True,True,rpi4-1,MobileNet,0.5,0.6114921569824219,AGP,0.8098070827125,0
69,9,1.0,0.0,9,0.33928704261779785,3,816,87,True,True,rpi4-1,MobileNet,0.5,0.5803564786911011,AGP,0.8098070827125,0
70,10,1.0,0.5,20,0.33442187309265137,3,570,691,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
71,11,1.0,0.5,21,0.1756725311279297,3,427,756,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
72,12,1.0,0.5,22,0.1543269157409668,3,951,951,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
73,13,1.0,0.5,23,0.14127278327941895,3,702,842,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
74,14,1.0,0.5,24,0.14775323867797852,3,943,949,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
75,15,1.0,0.5,25,0.19632625579833984,3,927,927,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
76,16,1.0,0.5,26,0.16903948783874512,3,474,834,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
77,17,1.0,0.5,27,0.15828680992126465,3,532,765,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
78,18,1.0,0.5,28,0.17022943496704102,3,781,752,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
79,19,1.0,0.5,29,0.16593241691589355,3,531,826,True,False,jetson2,MobileNet,0.5,0.75,AGP,0.8098070827125,0
80,20,0.5,0.0,10,0.3560752868652344,0,146,357,False,True,jetson,AlexNet,0.3,0.7219623565673828,AGP,0.959606171503125,0
81,21,0.5,0.0,11,0.19273090362548828,0,216,341,False,True,jetson,AlexNet,0.3,0.8036345481872559,AGP,0.959606171503125,0
82,22,0.5,0.0,12,0.16798686981201172,0,507,503,False,True,jetson,AlexNet,0.3,0.8160065650939942,AGP,0.959606171503125,0
83,23,0.5,0.0,13,0.12909936904907227,0,704,412,False,True,jetson,AlexNet,0.3,0.8354503154754639,AGP,0.959606171503125,0
84,24,0.5,0.0,14,0.18522024154663086,0,406,406,False,True,jetson,AlexNet,0.3,0.8073898792266846,AGP,0.959606171503125,0
85,25,0.5,0.0,15,0.1802072525024414,0,687,601,False,True,jetson,AlexNet,0.3,0.8098963737487793,AGP,0.959606171503125,0
86,26,0.5,0.0,16,0.14700770378112793,0,342,342,False,True,jetson,AlexNet,0.3,0.8264961481094361,AGP,0.959606171503125,0
87,27,0.5,0.0,17,0.14342045783996582,0,516,556,False,True,jetson,AlexNet,0.3,0.8282897710800171,AGP,0.959606171503125,0
88,28,0.5,0.0,18,0.14462661743164062,0,817,479,False,True,jetson,AlexNet,0.3,0.8276866912841797,AGP,0.959606171503125,0
89,29,0.5,0.0,19,0.16643595695495605,0,460,460,False,True,jetson,AlexNet,0.3,0.816782021522522,AGP,0.959606171503125,0
90,0,1.0,0.0,0,0.6856198310852051,3,331,331,True,True,rpi4-1,MobileNet,0.43333333333333335,0.37385675112406414,Knapsack,0.8098070827125,0
91,1,1.0,0.0,1,0.8012762069702148,3,209,209,True,True,rpi4-1,MobileNet,0.43333333333333335,0.31602856318155925,Knapsack,0.8098070827125,0
92,2,1.0,0.0,2,0.7020890712738037,3,291,291,True,True,rpi4-1,MobileNet,0.43333333333333335,0.3656221310297648,Knapsack,0.8098070827125,0
93,3,1.0,0.0,3,0.8859012126922607,3,8,8,True,True,rpi4-1,MobileNet,0.43333333333333335,0.2737160603205363,Knapsack,0.8098070827125,0
94,4,1.0,0.0,4,0.9858918190002441,3,185,185,True,True,rpi4-1,MobileNet,0.43333333333333335,0.2237207571665446,Knapsack,0.8098070827125,0
95,5,1.0,0.0,5,0.25493812561035156,3,127,134,True,True,rpi4-1,MobileNet,0.43333333333333335,0.5891976038614909,Knapsack,0.8098070827125,0
96,6,1.0,0.0,6,0.20292401313781738,3,310,310,True,True,rpi4-1,MobileNet,0.43333333333333335,0.615204660097758,Knapsack,0.8098070827125,0
97,7,1.0,0.0,7,0.19542837142944336,3,153,153,True,True,rpi4-1,MobileNet,0.43333333333333335,0.618952480951945,Knapsack,0.8098070827125,0
98,8,1.0,0.0,8,0.22135615348815918,3,234,234,True,True,rpi4-1,MobileNet,0.43333333333333335,0.6059885899225871,Knapsack,0.8098070827125,0
99,9,1.0,0.0,9,0.17574381828308105,3,816,87,True,True,rpi4-1,MobileNet,0.43333333333333335,0.6287947575251261,Knapsack,0.8098070827125,0
100,10,1.0,0.5,20,0.20255827903747559,3,570,691,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
101,11,1.0,0.5,21,0.182403564453125,3,427,756,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
102,12,1.0,0.5,22,0.22774291038513184,3,951,951,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
103,13,1.0,0.5,23,0.1775038242340088,3,702,842,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
104,14,1.0,0.5,24,0.14902853965759277,3,943,949,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
105,15,1.0,0.5,25,0.17109131813049316,3,927,927,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
106,16,1.0,0.5,26,0.1523580551147461,3,474,834,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
107,17,1.0,0.5,27,0.16528534889221191,3,532,765,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
108,18,1.0,0.5,28,0.15906286239624023,3,781,752,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
109,19,1.0,0.5,29,0.17756199836730957,3,531,826,True,False,jetson2,MobileNet,0.43333333333333335,0.7166666666666667,Knapsack,0.8098070827125,0
110,20,0.5,0.0,10,0.19790077209472656,3,209,357,False,True,jetson,MobileNet,0.43333333333333335,0.8677162806193034,Knapsack,0.9504170827125,0
111,21,0.5,0.0,11,0.19100069999694824,3,341,341,False,True,jetson,MobileNet,0.43333333333333335,0.8711663166681926,Knapsack,0.9504170827125,0
112,22,0.5,0.0,12,0.21989750862121582,3,773,503,False,True,jetson,MobileNet,0.43333333333333335,0.8567179123560588,Knapsack,0.9504170827125,0
113,23,0.5,0.0,13,0.15724730491638184,3,704,412,False,True,jetson,MobileNet,0.43333333333333335,0.8880430142084758,Knapsack,0.9504170827125,0
114,24,0.5,0.0,14,0.15941786766052246,3,857,406,False,True,jetson,MobileNet,0.43333333333333335,0.8869577328364054,Knapsack,0.9504170827125,0
115,25,0.5,0.0,15,0.17507457733154297,3,651,601,False,True,jetson,MobileNet,0.43333333333333335,0.8791293780008952,Knapsack,0.9504170827125,0
116,26,0.5,0.0,16,0.16242051124572754,3,342,342,False,True,jetson,MobileNet,0.43333333333333335,0.8854564110438029,Knapsack,0.9504170827125,0
117,27,0.5,0.0,17,0.16376495361328125,3,564,556,False,True,jetson,MobileNet,0.43333333333333335,0.884784189860026,Knapsack,0.9504170827125,0
118,28,0.5,0.0,18,0.16286087036132812,3,817,479,False,True,jetson,MobileNet,0.43333333333333335,0.8852362314860026,Knapsack,0.9504170827125,0
119,29,0.5,0.0,19,0.17046141624450684,3,460,460,False,True,jetson,MobileNet,0.43333333333333335,0.8814359585444133,Knapsack,0.9504170827125,0
120,0,1.0,0.0,0,0.3789486885070801,5,331,331,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.4771923224131266,Random,0.723631531590625,0
121,1,1.0,0.0,1,0.22619009017944336,3,209,209,True,True,rpi4-1,MobileNet,0.6,0.6869049549102784,Random,0.8098070827125,0
122,2,1.0,0.0,2,0.25931692123413086,5,260,291,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.5370082060496012,Random,0.723631531590625,0
123,3,1.0,0.0,3,0.3011345863342285,5,8,8,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.5160993734995524,Random,0.723631531590625,0
124,4,1.0,0.0,4,0.26172852516174316,5,211,185,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.535802404085795,Random,0.723631531590625,0
125,5,1.0,0.0,5,0.24068808555603027,3,127,134,True,True,rpi4-1,MobileNet,0.6,0.6796559572219849,Random,0.8098070827125,0
126,6,1.0,0.0,6,0.21076321601867676,3,310,310,True,True,rpi4-1,MobileNet,0.6,0.6946183919906617,Random,0.8098070827125,0
127,7,1.0,0.0,7,0.27666497230529785,4,153,153,True,True,rpi4-1,ResNet,1.0,0.8616675138473511,Random,0.76534232088125,0
128,8,1.0,0.0,8,0.2274789810180664,5,234,234,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.5529271761576334,Random,0.723631531590625,0
129,9,1.0,0.0,9,0.22871851921081543,5,700,87,True,True,rpi4-1,SqueezeNet,0.3333333333333333,0.5523074070612589,Random,0.723631531590625,0
130,10,1.0,0.5,20,0.31571125984191895,0,670,691,True,False,jetson2,AlexNet,0.14285714285714285,0.5714285714285714,Random,0.742216171503125,0
131,11,1.0,0.5,21,0.16008472442626953,0,653,756,True,False,jetson2,AlexNet,0.14285714285714285,0.5714285714285714,Random,0.742216171503125,0
132,12,1.0,0.5,22,0.17357134819030762,5,951,951,True,False,jetson2,SqueezeNet,0.3333333333333333,0.6666666666666666,Random,0.723631531590625,0
133,13,1.0,0.5,23,0.18026113510131836,5,699,842,True,False,jetson2,SqueezeNet,0.3333333333333333,0.6666666666666666,Random,0.723631531590625,0
134,14,1.0,0.5,24,0.17892169952392578,0,868,949,True,False,jetson2,AlexNet,0.14285714285714285,0.5714285714285714,Random,0.742216171503125,0
135,15,1.0,0.5,25,0.16743826866149902,3,927,927,True,False,jetson2,MobileNet,0.6,0.8,Random,0.8098070827125,0
136,16,1.0,0.5,26,0.16635823249816895,0,399,834,True,False,jetson2,AlexNet,0.14285714285714285,0.5714285714285714,Random,0.742216171503125,0
137,17,1.0,0.5,27,0.15729832649230957,3,532,765,True,False,jetson2,MobileNet,0.6,0.8,Random,0.8098070827125,0
138,18,1.0,0.5,28,0.18525099754333496,5,702,752,True,False,jetson2,SqueezeNet,0.3333333333333333,0.6666666666666666,Random,0.723631531590625,0
139,19,1.0,0.5,29,0.17339754104614258,3,531,826,True,False,jetson2,MobileNet,0.6,0.8,Random,0.8098070827125,0
140,20,0.5,0.0,10,0.29857659339904785,5,360,357,False,True,jetson,SqueezeNet,0.3333333333333333,0.7673783699671427,Random,0.933171531590625,0
141,21,0.5,0.0,11,0.15503573417663574,3,341,341,False,True,jetson,MobileNet,0.6,0.9224821329116821,Random,0.9504170827125,0
142,22,0.5,0.0,12,0.17261457443237305,3,773,503,False,True,jetson,MobileNet,0.6,0.9136927127838135,Random,0.9504170827125,0
143,23,0.5,0.0,13,0.18891549110412598,0,704,412,False,True,jetson,AlexNet,0.14285714285714285,0.7269708258765084,Random,0.959606171503125,0
144,24,0.5,0.0,14,0.17752432823181152,0,406,406,False,True,jetson,AlexNet,0.14285714285714285,0.7326664073126656,Random,0.959606171503125,0
145,25,0.5,0.0,15,0.17218804359436035,0,687,601,False,True,jetson,AlexNet,0.14285714285714285,0.7353345496313912,Random,0.959606171503125,0
146,26,0.5,0.0,16,0.1588149070739746,3,342,342,False,True,jetson,MobileNet,0.6,0.9205925464630127,Random,0.9504170827125,0
147,27,0.5,0.0,17,0.18529629707336426,5,564,556,False,True,jetson,SqueezeNet,0.3333333333333333,0.8240185181299845,Random,0.933171531590625,0
148,28,0.5,0.0,18,0.19081401824951172,5,817,479,False,True,jetson,SqueezeNet,0.3333333333333333,0.8212596575419108,Random,0.933171531590625,0
149,29,0.5,0.0,19,0.14897871017456055,3,460,460,False,True,jetson,MobileNet,0.6,0.9255106449127197,Random,0.9504170827125,0
150,0,1.0,0.0,0,0.33522772789001465,3,141,141,True,True,rpi4-1,MobileNet,0.75,0.7073861360549927,Optimal,0.8098070827125,1
151,1,1.0,0.0,1,0.30303144454956055,3,56,56,True,True,rpi4-1,MobileNet,0.75,0.7234842777252197,Optimal,0.8098070827125,1
152,2,1.0,0.0,2,0.419339656829834,3,121,121,True,True,rpi4-1,MobileNet,0.75,0.665330171585083,Optimal,0.8098070827125,1
153,3,1.0,0.0,3,0.4505937099456787,3,215,215,True,True,rpi4-1,MobileNet,0.75,0.6497031450271606,Optimal,0.8098070827125,1
154,4,1.0,0.0,4,0.33649730682373047,3,298,298,True,True,rpi4-1,MobileNet,0.75,0.7067513465881348,Optimal,0.8098070827125,1
155,5,1.0,0.0,5,0.2571704387664795,3,220,220,True,True,rpi4-1,MobileNet,0.75,0.7464147806167603,Optimal,0.8098070827125,1
156,6,1.0,0.0,6,0.2239854335784912,3,177,192,True,True,rpi4-1,MobileNet,0.75,0.7630072832107544,Optimal,0.8098070827125,1
157,7,1.0,0.0,7,0.195603609085083,3,201,201,True,True,rpi4-1,MobileNet,0.75,0.7771981954574585,Optimal,0.8098070827125,1
158,8,1.0,0.0,8,0.19324636459350586,3,140,140,True,True,rpi4-1,MobileNet,0.75,0.7783768177032471,Optimal,0.8098070827125,1
159,9,1.0,0.0,9,0.2166750431060791,3,156,156,True,True,rpi4-1,MobileNet,0.75,0.7666624784469604,Optimal,0.8098070827125,1
160,10,1.0,0.5,20,0.24344706535339355,3,595,856,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
161,11,1.0,0.5,21,0.1587052345275879,3,864,864,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
162,12,1.0,0.5,22,0.16726183891296387,3,965,965,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
163,13,1.0,0.5,23,0.1420612335205078,3,835,671,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
164,14,1.0,0.5,24,0.1667649745941162,3,905,846,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
165,15,1.0,0.5,25,0.1582322120666504,3,908,908,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
166,16,1.0,0.5,26,0.1557328701019287,3,953,953,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
167,17,1.0,0.5,27,0.11190485954284668,3,701,701,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
168,18,1.0,0.5,28,0.16687774658203125,3,924,924,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
169,19,1.0,0.5,29,0.12570881843566895,3,411,697,True,False,jetson2,MobileNet,0.75,0.875,Optimal,0.8098070827125,1
170,20,0.5,0.0,10,0.22722244262695312,0,294,337,False,True,jetson,AlexNet,0.2,0.7363887786865234,Optimal,0.959606171503125,1
171,21,0.5,0.0,11,0.15131258964538574,0,842,639,False,True,jetson,AlexNet,0.2,0.7743437051773071,Optimal,0.959606171503125,1
172,22,0.5,0.0,12,0.1649317741394043,0,526,620,False,True,jetson,AlexNet,0.2,0.7675341129302978,Optimal,0.959606171503125,1
173,23,0.5,0.0,13,0.15910768508911133,0,495,648,False,True,jetson,AlexNet,0.2,0.7704461574554443,Optimal,0.959606171503125,1
174,24,0.5,0.0,14,0.17224645614624023,0,886,527,False,True,jetson,AlexNet,0.2,0.7638767719268799,Optimal,0.959606171503125,1
175,25,0.5,0.0,15,0.1652519702911377,0,336,336,False,True,jetson,AlexNet,0.2,0.7673740148544311,Optimal,0.959606171503125,1
176,26,0.5,0.0,16,0.2218484878540039,0,596,596,False,True,jetson,AlexNet,0.2,0.739075756072998,Optimal,0.959606171503125,1
177,27,0.5,0.0,17,0.16030311584472656,0,372,366,False,True,jetson,AlexNet,0.2,0.7698484420776367,Optimal,0.959606171503125,1
178,28,0.5,0.0,18,0.15150952339172363,0,745,479,False,True,jetson,AlexNet,0.2,0.7742452383041382,Optimal,0.959606171503125,1
179,29,0.5,0.0,19,0.12311220169067383,0,972,525,False,True,jetson,AlexNet,0.2,0.7884438991546631,Optimal,0.959606171503125,1
180,0,1.0,0.0,0,0.23708343505859375,3,141,141,True,True,rpi4-1,MobileNet,0.75,0.7564582824707031,EGP,0.8098070827125,1
181,1,1.0,0.0,1,0.24688410758972168,3,56,56,True,True,rpi4-1,MobileNet,0.75,0.7515579462051392,EGP,0.8098070827125,1
182,2,1.0,0.0,2,0.24361872673034668,3,121,121,True,True,rpi4-1,MobileNet,0.75,0.7531906366348267,EGP,0.8098070827125,1
183,3,1.0,0.0,3,0.2867543697357178,3,215,215,True,True,rpi4-1,MobileNet,0.75,0.7316228151321411,EGP,0.8098070827125,1
184,4,1.0,0.0,4,0.2568843364715576,3,298,298,True,True,rpi4-1,MobileNet,0.75,0.7465578317642212,EGP,0.8098070827125,1
185,5,1.0,0.0,5,0.20537424087524414,3,220,220,True,True,rpi4-1,MobileNet,0.75,0.7723128795623779,EGP,0.8098070827125,1
186,6,1.0,0.0,6,0.22406649589538574,3,177,192,True,True,rpi4-1,MobileNet,0.75,0.7629667520523071,EGP,0.8098070827125,1
187,7,1.0,0.0,7,0.2888195514678955,3,201,201,True,True,rpi4-1,MobileNet,0.75,0.7305902242660522,EGP,0.8098070827125,1
188,8,1.0,0.0,8,0.22370672225952148,3,140,140,True,True,rpi4-1,MobileNet,0.75,0.7631466388702393,EGP,0.8098070827125,1
189,9,1.0,0.0,9,0.188399076461792,3,156,156,True,True,rpi4-1,MobileNet,0.75,0.780800461769104,EGP,0.8098070827125,1
190,10,1.0,0.5,20,0.3133544921875,3,595,856,True,False,jetson2,MobileNet,0.75,0.875,EGP,0.8098070827125,1
