,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm
12,12,0.9802900359230367,0.1528712693844517,112,0.27641797065734863,3,326,322,rpi4-1,MobileNet,0.7123287671232876,0.8351326902819012,Optimal
13,13,0.9999474604455761,0.06713406356557564,113,0.26800084114074707,3,650,650,rpi4-1,MobileNet,0.7123287671232876,0.805973958945063,Optimal
14,14,0.8139032325414753,0.04707937605414067,114,0.2508580684661865,3,847,847,rpi4-1,MobileNet,0.7123287671232876,0.8982680941878947,Optimal
15,15,0.8381710764630916,0.24334187210050617,115,0.277890682220459,3,251,251,rpi4-1,MobileNet,0.7123287671232876,0.9284416428001098,Optimal
16,16,0.9482744614524916,0.32332721512505264,116,0.2907850742340088,3,152,152,rpi4-1,MobileNet,0.7123287671232876,0.882027152835398,Optimal
17,17,0.9320599748149752,0.1416462725499465,117,0.27327513694763184,3,919,919,rpi4-1,MobileNet,0.7123287671232876,0.8572271800547349,Optimal
18,18,0.5828471154443143,0.005511461732983563,118,0.2351667881011963,0,594,889,rpi4-1,AlexNet,0.875,0.9425861684079468,Optimal
19,19,0.9184181201885324,0.06548889314960743,119,0.26349544525146484,3,634,147,rpi4-1,MobileNet,0.7123287671232876,0.8474536854419132,Optimal
20,20,0.8659488126716931,0.024472044671457943,120,0.2697126865386963,3,484,484,rpi4-1,MobileNet,0.7123287671232876,0.8618798167589876,Optimal
21,21,0.9526214781997199,0.0050318763697528345,121,0.21245050430297852,3,992,992,rpi4-1,MobileNet,0.7123287671232876,0.8279989874784774,Optimal
22,22,0.7907176398324263,7.345682954778487e-05,122,0.23264741897583008,3,42,42,rpi4-1,MobileNet,0.7123287671232876,0.9026620731088602,Optimal
23,23,0.9526855789910723,0.004153350162036624,123,0.33491015434265137,3,149,149,rpi4-1,MobileNet,0.7123287671232876,0.797132393020954,Optimal
24,24,0.9787352183131597,0.04009046389267252,124,0.29651856422424316,3,67,82,rpi4-1,MobileNet,0.7123287671232876,0.8026897493221713,Optimal
25,25,0.8105044706281602,0.08935777527945568,125,0.2675642967224121,3,834,834,rpi4-1,MobileNet,0.7123287671232876,0.9063605178868246,Optimal
26,26,0.9471725633867409,0.012076787037955857,126,0.23737645149230957,3,724,724,rpi4-1,MobileNet,0.7123287671232876,0.8262531857546849,Optimal
27,27,0.9986512443881335,0.0371602048290983,127,0.2722806930541992,3,300,300,rpi4-1,MobileNet,0.7123287671232876,0.7980586393113018,Optimal
28,28,0.9862518953648789,0.06808727892274156,128,0.22943425178527832,3,950,950,rpi4-1,MobileNet,0.7123287671232876,0.8227016926635702,Optimal
29,29,0.9425229510348259,0.008400091121578702,129,0.23811650276184082,3,159,163,rpi4-1,MobileNet,0.7123287671232876,0.8274738051341654,Optimal
30,30,0.861138885892937,0.6720557703579187,130,0.25038623809814453,3,739,739,rpi4-1,MobileNet,0.7123287671232876,0.9255949406151753,Optimal
31,31,0.7256320532929632,0.006720891003218844,131,0.24646902084350586,3,814,814,rpi4-1,MobileNet,0.7123287671232876,0.9334113244550905,Optimal
32,32,0.9226652708093114,0.008403962956853321,132,0.2675340175628662,3,568,501,rpi4-1,MobileNet,0.7123287671232876,0.8300492345054848,Optimal
33,33,0.983004759944114,0.1024039682625365,133,0.25339293479919434,3,777,589,rpi4-1,MobileNet,0.7123287671232876,0.8269147619554225,Optimal
34,34,0.8299130621425818,0.12753026050512378,134,0.24817800521850586,3,739,883,rpi4-1,MobileNet,0.7123287671232876,0.9110459163120075,Optimal
35,35,0.8528874428110944,0.2683640053857391,135,0.21565890312194824,3,395,395,rpi4-1,MobileNet,0.7123287671232876,0.9297206621560966,Optimal
36,36,0.9813621356181648,0.034281182182578036,136,0.2821192741394043,3,3,667,rpi4-1,MobileNet,0.7123287671232876,0.8035237927633548,Optimal
37,37,0.8783781151442909,0.07202621323147401,137,0.22324061393737793,3,949,644,rpi4-1,MobileNet,0.7123287671232876,0.8791717258130224,Optimal
38,38,0.8934360101391452,0.10239085742364187,138,0.2518918514251709,3,859,859,rpi4-1,MobileNet,0.7123287671232876,0.872071129991689,Optimal
39,39,0.8425507830565233,0.10604818334499473,139,0.2585325241088867,3,68,67,rpi4-1,MobileNet,0.7123287671232876,0.8967679068424091,Optimal
40,40,0.9395941273706274,0.42966877819012195,140,0.20284390449523926,3,396,397,rpi4-1,MobileNet,0.7123287671232876,0.8863673198763301,Optimal
41,41,0.9793570592233409,0.057442880949735375,141,0.2555222511291504,3,734,734,rpi4-1,MobileNet,0.7123287671232876,0.8169660114051196,Optimal
42,42,0.9443391998278649,0.05229267389087503,142,0.24372339248657227,3,179,180,rpi4-1,MobileNet,0.7123287671232876,0.836137103998787,Optimal
43,43,0.9929524577916593,0.009057809052414458,143,0.28424644470214844,3,519,740,rpi4-1,MobileNet,0.7123287671232876,0.7908909957533807,Optimal
44,44,0.9838653240374409,0.050782261943644706,144,0.2502560615539551,3,483,483,rpi4-1,MobileNet,0.7123287671232876,0.8143632716403457,Optimal
45,45,0.9265287375835854,0.01419687605884533,145,0.23805809020996094,3,360,360,rpi4-1,MobileNet,0.7123287671232876,0.8369347112320722,Optimal
46,46,0.8899966445198562,0.11001446827080666,146,0.2801518440246582,3,214,214,rpi4-1,MobileNet,0.7123287671232876,0.8686317173632528,Optimal
47,47,0.9846978971928999,0.11400781397683041,147,0.25513625144958496,3,46,46,rpi4-1,MobileNet,0.7123287671232876,0.8285333255970052,Optimal
48,48,0.8130689797462155,0.20164889101097747,148,0.2779099941253662,3,743,743,rpi4-1,MobileNet,0.7123287671232876,0.9305646179099389,Optimal
49,49,0.9428518463779295,0.06129706057714952,149,0.26680588722229004,3,573,573,rpi4-1,MobileNet,0.7123287671232876,0.8333612537113939,Optimal
50,50,0.8584702432532484,0.07293352536220582,150,0.2624790668487549,3,441,647,rpi4-1,MobileNet,0.7123287671232876,0.8795428765633824,Optimal
51,51,0.9651518880785237,0.12828150673634436,151,0.2433784008026123,3,950,950,rpi4-1,MobileNet,0.7123287671232876,0.844814216005815,Optimal
52,52,0.9961935918907886,0.020190061763987528,152,0.2641713619232178,3,522,522,rpi4-1,MobileNet,0.7123287671232876,0.7970722625764419,Optimal
53,53,0.8794065635937207,0.028169820123530875,153,0.24984264373779297,3,905,905,rpi4-1,MobileNet,0.7123287671232876,0.861042895861218,Optimal
54,54,0.9995114494446358,0.08977099847967264,154,0.235978364944458,3,160,160,rpi4-1,MobileNet,0.7123287671232876,0.8198568172231295,Optimal
55,55,0.9442612011857201,0.04726090523477352,155,0.2057960033416748,3,241,238,rpi4-1,MobileNet,0.7123287671232876,0.8444000084420584,Optimal
56,56,0.9475692924644097,0.2794835892464928,156,0.2139279842376709,3,194,266,rpi4-1,MobileNet,0.7123287671232876,0.882379737329439,Optimal
57,57,0.7428692745274958,0.015016537214659413,157,0.21129465103149414,3,951,951,rpi4-1,MobileNet,0.7123287671232876,0.9356602178436872,Optimal
58,58,0.9677561504780255,0.006258505005988451,158,0.20777630805969238,3,565,565,rpi4-1,MobileNet,0.7123287671232876,0.821906857559205,Optimal
59,59,0.6149973213644389,0.26336458940043583,159,0.2514503002166748,3,554,554,rpi4-1,MobileNet,0.7123287671232876,1.0,Optimal
60,60,0.8814246096623846,0.028209815160504966,160,0.23128247261047363,3,8,8,rpi4-1,MobileNet,0.7123287671232876,0.8646839143679594,Optimal
61,61,0.7711491180822132,0.10370459989694493,161,0.23241400718688965,3,999,999,rpi4-1,MobileNet,0.7123287671232876,0.9384124726980511,Optimal
62,62,0.9844719997656224,0.12560945936281442,162,0.2144782543182373,3,213,213,rpi4-1,MobileNet,0.7123287671232876,0.8417111849399769,Optimal
63,63,0.9387605190189774,0.20102854606997936,163,0.23091840744018555,3,741,741,rpi4-1,MobileNet,0.7123287671232876,0.8793116587096036,Optimal
64,64,0.5172467088676074,0.050280421527960605,164,0.2354874610900879,0,28,28,rpi4-1,AlexNet,0.875,0.9536982401094682,Optimal
65,65,0.6986588324881583,0.09187804135550674,165,0.21936845779418945,3,237,237,rpi4-1,MobileNet,0.7123287671232876,0.9681273958903294,Optimal
66,66,0.7191188995579858,0.4447914577207297,166,0.23880338668823242,3,583,583,rpi4-1,MobileNet,0.7123287671232876,0.9966049337826509,Optimal
67,67,0.9547280592965932,0.08925998248515749,167,0.23863744735717773,3,661,407,rpi4-1,MobileNet,0.7123287671232876,0.8414559876953421,Optimal
68,68,0.9157021154417029,0.39007312111096676,168,0.22341704368591309,3,291,291,rpi4-1,MobileNet,0.7123287671232876,0.8983133258407924,Optimal
69,69,0.7155932150199468,0.1200688495134626,169,0.31552672386169434,3,696,504,rpi4-1,MobileNet,0.7123287671232876,0.9495033074646124,Optimal
70,70,0.8700890382771757,0.18933709212185107,170,0.277585506439209,3,878,810,rpi4-1,MobileNet,0.7123287671232876,0.8990577608437165,Optimal
71,71,0.9599654379767724,0.06772343219931805,171,0.2295057773590088,3,592,592,rpi4-1,MobileNet,0.7123287671232876,0.835736078283335,Optimal
72,72,0.9564738490849776,0.11276191492131701,172,0.22118377685546875,3,682,682,rpi4-1,MobileNet,0.7123287671232876,0.8508219935356172,Optimal
73,73,0.9414263751002561,0.010413427245454502,173,0.23398685455322266,3,11,11,rpi4-1,MobileNet,0.7123287671232876,0.8295578391845737,Optimal
74,74,0.9638105418153883,0.010248885842166766,174,0.23942875862121582,3,493,791,rpi4-1,MobileNet,0.7123287671232876,0.8169641444591874,Optimal
75,75,0.7761605838204294,0.18257988832922162,175,0.25218653678894043,3,575,575,rpi4-1,MobileNet,0.7123287671232876,0.9506824295364994,Optimal
76,76,0.939370848979541,0.07428616371895763,176,0.21857047080993652,3,835,868,rpi4-1,MobileNet,0.7123287671232876,0.8504078822991286,Optimal
77,77,0.8517023851068332,0.28867547809495325,177,0.24202871322631836,3,491,491,rpi4-1,MobileNet,0.7123287671232876,0.9303131910082272,Optimal
78,78,0.9656509616135737,0.032084485575604185,178,0.2335491180419922,3,34,34,rpi4-1,MobileNet,0.7123287671232876,0.82297274463826,Optimal
79,79,0.9952697633288682,0.0475182272703629,179,0.24071025848388672,3,992,992,rpi4-1,MobileNet,0.7123287671232876,0.8102314940938288,Optimal
80,80,0.7171369187627623,0.125762883258093,180,0.2165534496307373,3,883,599,rpi4-1,MobileNet,0.7123287671232876,0.9748982825871015,Optimal
81,81,0.8620546258225963,0.0691681431381775,181,0.19982242584228516,3,298,298,rpi4-1,MobileNet,0.7123287671232876,0.8924734999743187,Optimal
82,82,0.8350145170335426,0.004023605131929131,182,0.26390790939331055,3,543,422,rpi4-1,MobileNet,0.7123287671232876,0.8736860489795272,Optimal
83,83,0.9648887088220498,0.10044786736398141,183,0.2859828472137451,3,480,480,rpi4-1,MobileNet,0.7123287671232876,0.827336284188178,Optimal
84,84,0.8508545187327755,0.09942917709793485,184,0.2270820140838623,3,589,585,rpi4-1,MobileNet,0.7123287671232876,0.8988239149487742,Optimal
85,85,0.9874457644320781,0.05137693588593362,185,0.2583320140838623,3,33,33,rpi4-1,MobileNet,0.7123287671232876,0.8107027317961226,Optimal
86,86,0.9699089279274775,0.00176538584040328,186,0.1963808536529541,3,483,483,rpi4-1,MobileNet,0.7123287671232876,0.8225560526447673,Optimal
87,87,0.9989610775486313,0.007577080770984964,187,0.23846054077148438,3,332,332,rpi4-1,MobileNet,0.7123287671232876,0.7989629797872033,Optimal
88,88,0.8717043065279803,0.012315789783199946,188,0.20108866691589355,3,467,467,rpi4-1,MobileNet,0.7123287671232876,0.8731190110144803,Optimal
89,89,0.9427568672238447,0.200377407182507,189,0.21010994911193848,3,247,247,rpi4-1,MobileNet,0.7123287671232876,0.8823528144673636,Optimal
90,90,0.9600621374264137,0.05187156873574845,190,0.21994662284851074,3,972,972,rpi4-1,MobileNet,0.7123287671232876,0.8341145513202464,Optimal
91,91,0.9590523589134631,0.2532851863148978,191,0.26515746116638184,3,784,418,rpi4-1,MobileNet,0.7123287671232876,0.8736701353920413,Optimal
92,92,0.9412289903035927,0.0011747662636447693,192,0.22209978103637695,3,548,493,rpi4-1,MobileNet,0.7123287671232876,0.8303186347166644,Optimal
93,93,0.9376592941725468,0.08168510818183931,193,0.20643901824951172,3,448,733,rpi4-1,MobileNet,0.7123287671232876,0.8561462589584523,Optimal
94,94,0.8891700581680178,0.04965091703162427,194,0.23364710807800293,3,975,975,rpi4-1,MobileNet,0.7123287671232876,0.8655803067160402,Optimal
95,95,0.975417546765938,0.09018318689255721,195,0.2492389678955078,3,656,656,rpi4-1,MobileNet,0.7123287671232876,0.8286916649279372,Optimal
96,96,0.862682055669539,0.0014955653550529399,196,0.2219700813293457,3,276,276,rpi4-1,MobileNet,0.7123287671232876,0.8697047267333011,Optimal
97,97,0.8830228186462167,0.41448845498724796,197,0.19540190696716309,3,385,344,rpi4-1,MobileNet,0.7123287671232876,0.9146529742385354,Optimal
98,98,0.9589755533850325,0.0069506406339353635,198,0.21284079551696777,3,795,758,rpi4-1,MobileNet,0.7123287671232876,0.8252040681483694,Optimal
99,99,0.9284455124328379,0.03294448034418072,199,0.2015542984008789,3,352,352,rpi4-1,MobileNet,0.7123287671232876,0.8497891728310503,Optimal
100,100,0.6979717996182178,0.24459873836749751,200,0.3960685729980469,3,21,144,jetson2,MobileNet,0.7123287671232876,0.9621325413423627,Optimal
101,101,0.8545908622370637,0.04577648696639148,201,0.2887248992919922,3,658,658,jetson2,MobileNet,0.7123287671232876,0.8681318493617118,Optimal
102,102,0.9599911092500788,0.06927071011046244,202,0.2233445644378662,3,785,785,jetson2,MobileNet,0.7123287671232876,0.8376503653547535,Optimal
103,103,0.5198160520401193,0.13557916611508078,203,0.21545791625976562,0,321,321,jetson2,AlexNet,0.875,0.9800303124638288,Optimal
104,104,0.929684367365395,0.00012661726028824746,204,0.167677640914917,3,977,978,jetson2,MobileNet,0.7123287671232876,0.8494344439652892,Optimal
105,105,0.9932678199024162,0.12959698489827537,205,0.15664100646972656,3,403,895,jetson2,MobileNet,0.7123287671232876,0.8527694682175729,Optimal
106,106,0.9154473745796181,0.0019295875325033823,206,0.14997005462646484,3,581,581,jetson2,MobileNet,0.7123287671232876,0.8614305794983443,Optimal
107,107,0.9130404548816733,0.2599172631842556,207,0.13630270957946777,3,716,716,jetson2,MobileNet,0.7123287671232876,0.8996441561208072,Optimal
108,108,0.947277529555584,0.09185020253728667,208,0.13204717636108398,3,985,985,jetson2,MobileNet,0.7123287671232876,0.8724763753279026,Optimal
109,109,0.7849478952639481,0.14040738823589327,209,0.1407327651977539,3,126,126,jetson2,MobileNet,0.7123287671232876,0.9636090916892046,Optimal
110,110,0.926611806654827,0.0003174955042422853,210,0.16489219665527344,3,634,618,jetson2,MobileNet,0.7123287671232876,0.8517148049464724,Optimal
111,111,0.8745768152603203,0.13519146957773295,211,0.19596648216247559,3,545,545,jetson2,MobileNet,0.7123287671232876,0.9036822227852981,Optimal
112,112,0.9150679161679928,0.10403436593772833,212,0.220839262008667,3,314,314,jetson2,MobileNet,0.7123287671232876,0.8694292014599128,Optimal
113,113,0.7889291445332072,0.034103540284547706,213,0.19264960289001465,3,875,513,jetson2,MobileNet,0.7123287671232876,0.9220632956436735,Optimal
114,114,0.9878560303267537,0.013782769027220735,214,0.1722426414489746,3,212,212,jetson2,MobileNet,0.7123287671232876,0.8226214002928285,Optimal
115,115,0.8992720321293586,0.017400897903801695,215,0.1889781951904297,3,745,506,jetson2,MobileNet,0.7123287671232876,0.8636340431753076,Optimal
116,116,0.8357801377472369,0.04919962737519131,216,0.16423511505126953,3,573,573,jetson2,MobileNet,0.7123287671232876,0.9095154427690058,Optimal
117,117,0.9613665794248194,0.06567070457727399,217,0.17369484901428223,3,207,207,jetson2,MobileNet,0.7123287671232876,0.848475057739982,Optimal
118,118,0.773769541035976,0.02261868927773052,218,0.16302871704101562,3,991,947,jetson2,MobileNet,0.7123287671232876,0.9341771061028346,Optimal
119,119,0.9977938902312103,0.07548307052513437,219,0.17740988731384277,3,584,584,jetson2,MobileNet,0.7123287671232876,0.8317857342488615,Optimal
120,120,0.995367756793253,0.023633416002003388,220,0.17817425727844238,3,871,484,jetson2,MobileNet,0.7123287671232876,0.8198452948459076,Optimal
121,121,0.9529721297086918,0.06394043903442884,221,0.15680718421936035,3,713,707,jetson2,MobileNet,0.7123287671232876,0.856461632411065,Optimal
122,122,0.8695528880021391,0.21170749011944023,222,0.12849950790405273,3,589,589,jetson2,MobileNet,0.7123287671232876,0.9213879395605742,Optimal
123,123,0.767901478882218,0.09349293062879196,223,0.1367788314819336,3,599,599,jetson2,MobileNet,0.7123287671232876,0.9613921689072493,Optimal
124,124,0.7520560777380889,0.0704631077617787,224,0.16156697273254395,3,45,45,jetson2,MobileNet,0.7123287671232876,0.9573603784499081,Optimal
125,125,0.8324180880744136,0.10987889529238888,225,0.15267348289489746,3,175,175,jetson2,MobileNet,0.7123287671232876,0.9292566926238098,Optimal
126,126,0.9285159615327871,0.3331232632617591,226,0.1300642490386963,3,422,422,jetson2,MobileNet,0.7123287671232876,0.8919064027952502,Optimal
127,127,0.9498369409307984,0.2066244251190226,227,0.125319242477417,3,529,982,jetson2,MobileNet,0.7123287671232876,0.8812459130962447,Optimal
128,128,0.8123701542540549,0.23359669705674738,228,0.12724781036376953,3,742,742,jetson2,MobileNet,0.7123287671232876,0.9499793064346164,Optimal
129,129,0.981537591912838,0.05047857077417906,229,0.1333293914794922,3,66,68,jetson2,MobileNet,0.7123287671232876,0.8446828824288966,Optimal
130,130,0.9391010655614098,0.12050654128335576,230,0.1412525177001953,3,584,584,jetson2,MobileNet,0.7123287671232876,0.881427356676729,Optimal
131,131,0.9182162762399716,0.052585217172641543,231,0.1528623104095459,3,875,875,jetson2,MobileNet,0.7123287671232876,0.8719869721324319,Optimal
132,132,0.9386002121890961,0.5210273479473849,232,0.17353463172912598,3,309,309,jetson2,MobileNet,0.7123287671232876,0.8868642774670958,Optimal
133,133,0.8670934716593783,0.012330509496658454,233,0.18042302131652832,3,570,570,jetson2,MobileNet,0.7123287671232876,0.8805945197769871,Optimal
134,134,0.9448007372920086,0.2940535494256597,234,0.1748361587524414,3,909,909,jetson2,MobileNet,0.7123287671232876,0.8837640149156395,Optimal
135,135,0.8172182657835412,0.38273757557314886,235,0.1725451946258545,3,149,149,jetson2,MobileNet,0.7123287671232876,0.9475552506698732,Optimal
136,136,0.9240470188072861,0.007954283313099724,236,0.20336413383483887,3,864,864,jetson2,MobileNet,0.7123287671232876,0.845288411527566,Optimal
137,137,0.969698794993621,0.13099164849462636,237,0.2468891143798828,3,772,772,jetson2,MobileNet,0.7123287671232876,0.8423406195935192,Optimal
138,138,0.9442144084933538,0.10321072317468201,238,0.1368703842163086,3,952,952,jetson2,MobileNet,0.7123287671232876,0.8756422640545602,Optimal
139,139,0.9917294563836591,0.0218905766894529,239,0.1391160488128662,3,289,289,jetson2,MobileNet,0.7123287671232876,0.8309932873389609,Optimal
140,140,0.8024676494785656,0.031694561996688825,240,0.12201905250549316,3,0,0,jetson2,MobileNet,0.7123287671232876,0.9323494361951599,Optimal
141,141,0.9309671776751397,0.026947496182941726,241,0.14808106422424316,3,557,536,jetson2,MobileNet,0.7123287671232876,0.8603974027137486,Optimal
142,142,0.8295055352697782,0.01283268540522942,242,0.12068343162536621,3,467,467,jetson2,MobileNet,0.7123287671232876,0.9144489293717205,Optimal
143,143,0.936120709052931,0.19140030023022317,243,0.1620781421661377,3,892,892,jetson2,MobileNet,0.7123287671232876,0.8881040290351783,Optimal
144,144,0.7723377468117093,0.26714935631697856,244,0.17784404754638672,3,612,612,jetson2,MobileNet,0.7123287671232876,0.9699955101557891,Optimal
145,145,0.6184074994785147,0.125427385269015,245,0.17003703117370605,3,44,52,jetson2,MobileNet,0.7123287671232876,0.9888475885238273,Optimal
146,146,0.892629770062031,0.09046594068154466,246,0.18551850318908691,3,197,197,jetson2,MobileNet,0.7123287671232876,0.8860863579037428,Optimal
147,147,0.9684756573693917,0.07541102547206399,247,0.15726852416992188,3,915,915,jetson2,MobileNet,0.7123287671232876,0.8514621802024835,Optimal
148,148,0.9242280157033189,0.13663358760360622,248,0.13045430183410645,3,343,343,jetson2,MobileNet,0.7123287671232876,0.8940503757099844,Optimal
149,149,0.9869847759148455,0.12818783959578453,249,0.15377235412597656,3,113,113,jetson2,MobileNet,0.7123287671232876,0.856275866971673,Optimal
150,150,0.9237864809008569,0.02649244655414123,250,0.12373781204223633,3,568,568,jetson2,MobileNet,0.7123287671232876,0.8699598017391916,Optimal
151,151,0.9482907293756302,0.10168059405872426,251,0.1409740447998047,3,618,618,jetson2,MobileNet,0.7123287671232876,0.8721956561885587,Optimal
152,152,0.7940856457968959,0.008694492285978149,252,0.12458324432373047,3,897,897,jetson2,MobileNet,0.7123287671232876,0.9301493726537577,Optimal
153,153,0.9868362082802662,0.022396610230612426,253,0.1353604793548584,3,908,744,jetson2,MobileNet,0.7123287671232876,0.8345053121404492,Optimal
154,154,0.9796130041809487,0.03627460630021196,254,0.1553502082824707,3,929,593,jetson2,MobileNet,0.7123287671232876,0.8365889809756049,Optimal
155,155,0.9980936964205829,0.051530203235016864,255,0.17983531951904297,3,383,383,jetson2,MobileNet,0.7123287671232876,0.8250412562803459,Optimal
156,156,0.6489127387784841,0.04502339739070148,256,0.165205717086792,3,399,399,jetson2,MobileNet,0.7123287671232876,0.9699544200759773,Optimal
157,157,0.9605775956099787,0.11030702634412444,257,0.16907191276550293,3,589,589,jetson2,MobileNet,0.7123287671232876,0.8611843641513098,Optimal
158,158,0.9921573540346365,0.05646649108114157,258,0.19963693618774414,3,326,326,jetson2,MobileNet,0.7123287671232876,0.824293095267675,Optimal
159,159,0.705302415688512,0.3271286446390714,259,0.19416046142578125,3,620,620,jetson2,MobileNet,0.7123287671232876,1.0,Optimal
160,160,0.7706472536003971,0.5826764990784827,260,0.13679003715515137,3,875,683,jetson2,MobileNet,0.7123287671232876,0.9708407567614452,Optimal
161,161,0.7615569383139291,0.1809699272007242,261,0.18853282928466797,3,817,575,jetson2,MobileNet,0.7123287671232876,0.9734951888836934,Optimal
162,162,0.9972994769669382,0.1432526689481197,262,0.21936631202697754,3,465,465,jetson2,MobileNet,0.7123287671232876,0.8384862343084603,Optimal
163,163,0.7934969923711986,0.08556399890404805,263,0.14727354049682617,3,928,928,jetson2,MobileNet,0.7123287671232876,0.94398850197785,Optimal
164,164,0.9878006992073112,0.4978013875978514,264,0.1585092544555664,3,417,417,jetson2,MobileNet,0.7123287671232876,0.8622640339579882,Optimal
165,165,0.8769604549473258,0.041872361317712214,265,0.1910698413848877,3,598,851,jetson2,MobileNet,0.7123287671232876,0.8803847860711871,Optimal
166,166,0.9622462354982352,0.03348023289785939,266,0.1738884449005127,3,307,307,jetson2,MobileNet,0.7123287671232876,0.8399392128118629,Optimal
167,167,0.9479447502411178,0.07986479301125513,267,0.17954635620117188,3,672,797,jetson2,MobileNet,0.7123287671232876,0.8572716176436057,Optimal
168,168,0.977218104833896,0.043273331136201076,268,0.18171310424804688,3,867,468,jetson2,MobileNet,0.7123287671232876,0.8329453878667343,Optimal
169,169,0.8174772703444793,0.1761780586537852,269,0.15346121788024902,3,474,474,jetson2,MobileNet,0.7123287671232876,0.9474257483894042,Optimal
170,170,0.9767616111162755,0.07786360393539307,270,0.11360502243041992,3,378,378,jetson2,MobileNet,0.7123287671232876,0.8588482233797494,Optimal
171,171,0.9798438903913566,0.03165487319384096,271,0.15407657623291016,3,562,562,jetson2,MobileNet,0.7123287671232876,0.8356370126061983,Optimal
172,172,0.6828495591915454,0.0043274008065012914,272,0.1528911590576172,3,579,579,jetson2,MobileNet,0.7123287671232876,0.962859060437221,Optimal
173,173,0.8996979592098233,0.060485586849654514,273,0.16763663291931152,3,452,452,jetson2,MobileNet,0.7123287671232876,0.8795276424393179,Optimal
174,174,0.8894783986551336,0.09618761924764287,274,0.2193140983581543,3,366,366,jetson2,MobileNet,0.7123287671232876,0.8806435644564492,Optimal
175,175,0.9769755409567488,0.14891230319983653,275,0.1676654815673828,3,871,484,jetson2,MobileNet,0.7123287671232876,0.8629883184913829,Optimal
176,176,0.9976306835830994,0.2888986539286233,276,0.15778732299804688,3,84,84,jetson2,MobileNet,0.7123287671232876,0.8573490417700942,Optimal
177,177,0.8924051854100339,0.019982642816327882,277,0.16779422760009766,3,80,7,jetson2,MobileNet,0.7123287671232876,0.8730088946606844,Optimal
178,178,0.863305030457483,0.17356868531689407,278,0.18377447128295898,3,409,909,jetson2,MobileNet,0.7123287671232876,0.9219604218413862,Optimal
179,179,0.876639118679477,0.10695358614902063,279,0.17737984657287598,3,315,315,jetson2,MobileNet,0.7123287671232876,0.9002382591159415,Optimal
180,180,0.932934889096474,0.2892483642106031,280,0.17511749267578125,3,110,110,jetson2,MobileNet,0.7123287671232876,0.8896969390134069,Optimal
181,181,0.9365949700497505,0.07994294900220059,281,0.18366765975952148,3,651,651,jetson2,MobileNet,0.7123287671232876,0.8619357208474383,Optimal
182,182,0.8862659651199074,0.04062615034215685,282,0.1614360809326172,3,199,199,jetson2,MobileNet,0.7123287671232876,0.882828918354075,Optimal
183,183,0.7948418321880903,0.11498534367872251,283,0.18011093139648438,3,779,779,jetson2,MobileNet,0.7123287671232876,0.9424620705381581,Optimal
184,184,0.832860393876112,0.16102400445445209,284,0.18176054954528809,3,533,533,jetson2,MobileNet,0.7123287671232876,0.9345500503508788,Optimal
185,185,0.9655176520132877,0.051758475227209805,285,0.18570733070373535,3,597,597,jetson2,MobileNet,0.7123287671232876,0.8399183436858686,Optimal
186,186,0.9284547498398035,0.2263346996767053,286,0.1600339412689209,3,72,72,jetson2,MobileNet,0.7123287671232876,0.8919370086417421,Optimal
187,187,0.8929364072282275,0.09814072845008494,287,0.1432645320892334,3,724,724,jetson2,MobileNet,0.7123287671232876,0.898415229037743,Optimal
