,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,client_id,served_model_name,served_accuracy,QoS,algorithm
18,18,0.7772549381073266,0.5606676200787005,28,0.8183226585388184,1,105,105,jetson2,DenseNet,0.6333333333333333,0.8636254379979739,Optimal
19,19,0.9358431341309453,0.0809215751960163,29,0.8188695907592773,1,58,58,jetson2,DenseNet,0.6333333333333333,0.6642580957103787,Optimal
20,20,0.9328651340452181,0.062076046410862805,0,1.2284560203552246,1,166,162,jetson,DenseNet,0.6333333333333333,0.5586391061579672,Optimal
21,21,0.9156179617833282,0.08053904257735628,1,0.9104726314544678,1,260,260,jetson,DenseNet,0.6333333333333333,0.6513742885557247,Optimal
22,22,0.8687816490844567,0.23075431549713632,2,0.6236164569854736,1,668,668,jetson,DenseNet,0.6333333333333333,0.7840603067523539,Optimal
23,23,0.7794453582592956,0.016429263155356998,3,0.7091879844665527,1,984,984,jetson,DenseNet,0.6333333333333333,0.7537543072092199,Optimal
24,24,0.9107821707398938,0.187220187942002,4,0.8173267841339111,1,831,885,jetson,DenseNet,0.6333333333333333,0.7037489322487425,Optimal
25,25,0.7577514837796353,0.125491879173527,5,0.8181865215301514,1,969,969,jetson,DenseNet,0.6333333333333333,0.7646172641876929,Optimal
26,26,0.9646085178091643,0.2832425810007782,6,0.8186650276184082,1,482,754,jetson,DenseNet,0.6333333333333333,0.700506796107677,Optimal
27,27,0.7631129264675774,0.04003517280010767,7,0.8149375915527344,1,698,698,jetson,DenseNet,0.6333333333333333,0.7413845987447212,Optimal
28,28,0.9806693626373779,1.2449378730421143,8,0.7713608741760254,1,593,650,jetson,DenseNet,0.6333333333333333,0.8263319853479777,Optimal
29,29,0.9616987184596291,0.634891653326124,9,0.6610784530639648,1,455,455,jetson,DenseNet,0.6333333333333333,0.8292706075023919,Optimal
30,0,0.7993522376697744,0.04520586705254176,10,0.7062039375305176,1,293,293,rpi4-1,DenseNet,0.6333333333333333,0.7517410302122856,EGP
31,1,0.9150824977338401,0.1377432210548828,11,0.6427874565124512,1,659,544,rpi4-1,DenseNet,0.6333333333333333,0.7328643589353545,EGP
32,2,0.9126170213325121,0.29792441424978894,12,0.7735514640808105,1,826,530,rpi4-1,DenseNet,0.6333333333333333,0.7414513935426552,EGP
33,3,0.884370049311234,0.2976764266749278,13,0.7313663959503174,1,154,154,rpi4-1,DenseNet,0.6333333333333333,0.7660591496922022,EGP
34,4,0.7321148357051666,0.35248106842480026,14,0.5792467594146729,1,582,962,rpi4-1,DenseNet,0.6333333333333333,0.8939178260666152,EGP
35,5,0.80587057201842,0.06850480990349603,15,0.5417397022247314,1,998,987,rpi4-1,DenseNet,0.6333333333333333,0.7954226575771478,EGP
36,6,0.949372327354153,0.016641220764865412,16,0.6872081756591797,1,688,688,rpi4-1,DenseNet,0.6333333333333333,0.6743387642660116,EGP
37,7,0.971641888253724,0.1012332742257295,17,0.6758894920349121,1,846,846,rpi4-1,DenseNet,0.6333333333333333,0.6871816680875089,EGP
38,8,0.8774398007465504,0.04605264021414135,18,0.5772783756256104,1,56,56,rpi4-1,DenseNet,0.6333333333333333,0.7451403324405241,EGP
39,9,0.9675191620124308,0.7882205584425821,19,0.5942938327789307,1,186,151,rpi4-1,DenseNet,0.6333333333333333,0.8329070856604512,EGP
40,10,0.9328651340452181,0.062076046410862805,0,0.821176290512085,1,166,162,jetson,DenseNet,0.6333333333333333,0.6604590386187521,EGP
41,11,0.9156179617833282,0.08053904257735628,1,0.5807399749755859,1,260,260,jetson,DenseNet,0.6333333333333333,0.7338074526754451,EGP
42,12,0.8687816490844567,0.23075431549713632,2,0.8481998443603516,1,668,668,jetson,DenseNet,0.6333333333333333,0.7279144599086345,EGP
43,13,0.7794453582592956,0.016429263155356998,3,0.817913293838501,1,984,984,jetson,DenseNet,0.6333333333333333,0.7265729798662328,EGP
44,14,0.9107821707398938,0.187220187942002,4,0.8188900947570801,1,831,885,jetson,DenseNet,0.6333333333333333,0.7033581045929502,EGP
45,15,0.7577514837796353,0.125491879173527,5,0.822922945022583,1,969,969,jetson,DenseNet,0.6333333333333333,0.763433158314585,EGP
46,16,0.9646085178091643,0.2832425810007782,6,0.8165104389190674,1,482,754,jetson,DenseNet,0.6333333333333333,0.7010454432825122,EGP
47,17,0.7631129264675774,0.04003517280010767,7,0.7115328311920166,1,698,698,jetson,DenseNet,0.6333333333333333,0.7672357888349006,EGP
48,18,0.9806693626373779,1.2449378730421143,8,0.7167127132415771,1,593,650,jetson,DenseNet,0.6333333333333333,0.8263319853479777,EGP
49,19,0.9616987184596291,0.634891653326124,9,0.611914873123169,1,455,455,jetson,DenseNet,0.6333333333333333,0.8358173074368521,EGP
50,20,0.8695721950867998,0.02784050336172582,20,0.8231525421142578,1,136,136,jetson2,DenseNet,0.6333333333333333,0.6830525594351338,EGP
51,21,0.7311319331883022,0.7324633146056694,21,0.8189499378204346,1,838,838,jetson2,DenseNet,0.6333333333333333,0.9294790442688243,EGP
52,22,0.7931355727074875,0.24502103898688893,22,0.8170957565307617,1,742,713,jetson2,DenseNet,0.6333333333333333,0.7770802009269547,EGP
53,23,0.9429472007793668,0.3389630210642617,23,0.6143999099731445,1,364,364,jetson2,DenseNet,0.6333333333333333,0.7763338440497625,EGP
54,24,0.7033240959822898,0.7760646592644778,24,0.8166191577911377,1,61,61,jetson2,DenseNet,0.6333333333333333,0.9548659940438567,EGP
55,25,0.9769305308690708,0.00709711267991886,25,0.8242175579071045,1,530,605,jetson2,DenseNet,0.6333333333333333,0.6239212899253348,EGP
56,26,0.9666676082958909,0.21125450170065022,26,0.8113565444946289,1,859,859,jetson2,DenseNet,0.6333333333333333,0.6833073518202265,EGP
57,27,0.9724037476091053,0.706209608118667,27,0.6841719150543213,1,609,609,jetson2,DenseNet,0.6333333333333333,0.830464792862114,EGP
58,28,0.7772549381073266,0.5606676200787005,28,0.7480428218841553,1,105,105,jetson2,DenseNet,0.6333333333333333,0.8811953971616396,EGP
59,29,0.9358431341309453,0.0809215751960163,29,0.6160261631011963,1,58,58,jetson2,DenseNet,0.6333333333333333,0.714968952624899,EGP
60,0,0.7993522376697744,0.04520586705254176,10,0.7419912815093994,1,293,293,rpi4-1,DenseNet,0.6333333333333333,0.7427941942175651,AGP
61,1,0.9150824977338401,0.1377432210548828,11,0.6677138805389404,1,659,544,rpi4-1,DenseNet,0.6333333333333333,0.7266327529287322,AGP
62,2,0.9126170213325121,0.29792441424978894,12,0.7198474407196045,1,826,530,rpi4-1,DenseNet,0.6333333333333333,0.7548773993829567,AGP
63,3,0.884370049311234,0.2976764266749278,13,0.6075952053070068,1,154,154,rpi4-1,DenseNet,0.6333333333333333,0.7970019473530299,AGP
64,4,0.7321148357051666,0.35248106842480026,14,0.6332600116729736,1,582,962,rpi4-1,DenseNet,0.6333333333333333,0.88041451300204,AGP
65,5,0.80587057201842,0.06850480990349603,15,0.6643617153167725,1,998,987,rpi4-1,DenseNet,0.6333333333333333,0.7647671543041376,AGP
66,6,0.949372327354153,0.016641220764865412,16,0.6030473709106445,1,688,688,rpi4-1,DenseNet,0.6333333333333333,0.6953789654531454,AGP
67,7,0.971641888253724,0.1012332742257295,17,0.7024705410003662,1,846,846,rpi4-1,DenseNet,0.6333333333333333,0.6805364058461454,AGP
68,8,0.8774398007465504,0.04605264021414135,18,0.6808805465698242,1,56,56,rpi4-1,DenseNet,0.6333333333333333,0.7192397897044707,AGP
69,9,0.9675191620124308,0.7882205584425821,19,0.7132062911987305,1,186,151,rpi4-1,DenseNet,0.6333333333333333,0.8329070856604512,AGP
70,10,0.8695721950867998,0.02784050336172582,20,0.816011905670166,1,136,136,jetson2,DenseNet,0.6333333333333333,0.6848377185461567,AGP
71,11,0.7311319331883022,0.7324633146056694,21,0.7811343669891357,1,838,838,jetson2,DenseNet,0.6333333333333333,0.938932936976649,AGP
72,12,0.7931355727074875,0.24502103898688893,22,0.6493957042694092,1,742,713,jetson2,DenseNet,0.6333333333333333,0.8190052139922929,AGP
73,13,0.9429472007793668,0.3389630210642617,23,0.6124460697174072,1,364,364,jetson2,DenseNet,0.6333333333333333,0.7768223041136968,AGP
74,14,0.7033240959822898,0.7760646592644778,24,0.8166124820709229,1,61,61,jetson2,DenseNet,0.6333333333333333,0.9548676629739105,AGP
75,15,0.9769305308690708,0.00709711267991886,25,0.8180694580078125,1,530,605,jetson2,DenseNet,0.6333333333333333,0.6254583149001578,AGP
76,16,0.9666676082958909,0.21125450170065022,26,0.8221015930175781,1,859,859,jetson2,DenseNet,0.6333333333333333,0.6806210896894892,AGP
77,17,0.9724037476091053,0.706209608118667,27,0.6314888000488281,1,609,609,jetson2,DenseNet,0.6333333333333333,0.830464792862114,AGP
78,18,0.7772549381073266,0.5606676200787005,28,0.6646606922149658,1,105,105,jetson2,DenseNet,0.6333333333333333,0.902040929578937,AGP
79,19,0.9358431341309453,0.0809215751960163,29,0.5405960083007812,1,58,58,jetson2,DenseNet,0.6333333333333333,0.7338264913250028,AGP
80,20,0.9328651340452181,0.062076046410862805,0,0.6875884532928467,1,166,162,jetson,DenseNet,0.6333333333333333,0.6938559979235617,AGP
81,21,0.9156179617833282,0.08053904257735628,1,0.6141579151153564,1,260,260,jetson,DenseNet,0.6333333333333333,0.7254529676405025,AGP
82,22,0.8687816490844567,0.23075431549713632,2,0.5869753360748291,1,668,668,jetson,DenseNet,0.6333333333333333,0.7932205869800151,AGP
83,23,0.7794453582592956,0.016429263155356998,3,0.6384310722351074,1,984,984,jetson,DenseNet,0.6333333333333333,0.7714435352670812,AGP
84,24,0.9107821707398938,0.187220187942002,4,0.6136207580566406,1,831,885,jetson,DenseNet,0.6333333333333333,0.7546754387680601,AGP
85,25,0.7577514837796353,0.125491879173527,5,0.613408088684082,1,969,969,jetson,DenseNet,0.6333333333333333,0.8158118723992103,AGP
86,26,0.9646085178091643,0.2832425810007782,6,0.8200578689575195,1,482,754,jetson,DenseNet,0.6333333333333333,0.7001585857728991,AGP
87,27,0.7631129264675774,0.04003517280010767,7,0.8239197731018066,1,698,698,jetson,DenseNet,0.6333333333333333,0.7391390533574531,AGP
88,28,0.9806693626373779,1.2449378730421143,8,0.8102192878723145,1,593,650,jetson,DenseNet,0.6333333333333333,0.8263319853479777,AGP
89,29,0.9616987184596291,0.634891653326124,9,0.6381573677062988,1,455,455,jetson,DenseNet,0.6333333333333333,0.8350008788418084,AGP
90,0,0.7993522376697744,0.04520586705254176,10,0.3663976192474365,4,293,293,rpi4-1,ResNet,0.6666666666666666,0.8533592764497224,Knapsack
91,1,0.9150824977338401,0.1377432210548828,11,0.2778799533843994,4,659,544,rpi4-1,ResNet,0.6666666666666666,0.8407579013840341,Knapsack
92,2,0.9126170213325121,0.29792441424978894,12,0.2677285671234131,4,893,530,rpi4-1,ResNet,0.6666666666666666,0.8770248226670773,Knapsack
93,3,0.884370049311234,0.2976764266749278,13,0.30515599250793457,4,154,154,rpi4-1,ResNet,0.6666666666666666,0.8892784172194647,Knapsack
94,4,0.7321148357051666,0.35248106842480026,14,0.27001047134399414,4,467,962,rpi4-1,ResNet,0.6666666666666666,0.96727591548075,Knapsack
95,5,0.80587057201842,0.06850480990349603,15,0.2786388397216797,4,998,987,rpi4-1,ResNet,0.6666666666666666,0.8778645398695774,Knapsack
96,6,0.949372327354153,0.016641220764865412,16,0.24998807907104492,4,688,688,rpi4-1,ResNet,0.6666666666666666,0.800310455079712,Knapsack
97,7,0.971641888253724,0.1012332742257295,17,0.2404489517211914,4,846,846,rpi4-1,ResNet,0.6666666666666666,0.8127084698326059,Knapsack
98,8,0.8774398007465504,0.04605264021414135,18,0.2586069107055664,4,56,56,rpi4-1,ResNet,0.6666666666666666,0.8414748653372018,Knapsack
99,9,0.9675191620124308,0.7882205584425821,19,0.23369097709655762,4,186,151,rpi4-1,ResNet,0.6666666666666666,0.8495737523271178,Knapsack
100,10,0.9328651340452181,0.062076046410862805,0,0.3076210021972656,4,162,162,jetson,ResNet,0.6666666666666666,0.8055145273641235,Knapsack
101,11,0.9156179617833282,0.08053904257735628,1,0.2530646324157715,4,260,260,jetson,ResNet,0.6666666666666666,0.8323929549820654,Knapsack
102,12,0.8687816490844567,0.23075431549713632,2,0.23565125465393066,4,668,668,jetson,ResNet,0.6666666666666666,0.8977182740019064,Knapsack
103,13,0.7794453582592956,0.016429263155356998,3,0.21990752220153809,4,984,984,jetson,ResNet,0.6666666666666666,0.8927410894421403,Knapsack
104,14,0.9107821707398938,0.187220187942002,4,0.2000432014465332,4,831,885,jetson,ResNet,0.6666666666666666,0.8747364945872536,Knapsack
105,15,0.7577514837796353,0.125491879173527,5,0.1983647346496582,4,441,969,jetson,ResNet,0.6666666666666666,0.9362393775744828,Knapsack
106,16,0.9646085178091643,0.2832425810007782,6,0.20023036003112793,4,754,754,jetson,ResNet,0.6666666666666666,0.8510290744287512,Knapsack
107,17,0.7631129264675774,0.04003517280010767,7,0.17885518074035645,4,698,698,jetson,ResNet,0.6666666666666666,0.9170718681144824,Knapsack
108,18,0.9806693626373779,1.2449378730421143,8,0.18965649604797363,4,593,650,jetson,ResNet,0.6666666666666666,0.8429986520146444,Knapsack
109,19,0.9616987184596291,0.634891653326124,9,0.19047212600708008,4,455,455,jetson,ResNet,0.6666666666666666,0.8524839741035188,Knapsack
110,20,0.8695721950867998,0.02784050336172582,20,0.2747352123260498,4,136,136,jetson2,ResNet,0.6666666666666666,0.8368235585488524,Knapsack
111,21,0.7311319331883022,0.7324633146056694,21,0.27233219146728516,4,838,838,jetson2,ResNet,0.6666666666666666,0.9677673667391822,Knapsack
112,22,0.7931355727074875,0.24502103898688893,22,0.24619579315185547,4,742,713,jetson2,ResNet,0.6666666666666666,0.936471858438348,Knapsack
113,23,0.9429472007793668,0.3389630210642617,23,0.23600172996520996,4,364,364,jetson2,ResNet,0.6666666666666666,0.8618597329436499,Knapsack
114,24,0.7033240959822898,0.7760646592644778,24,0.22961950302124023,4,61,61,jetson2,ResNet,0.6666666666666666,0.9816712853421884,Knapsack
115,25,0.9769305308690708,0.00709711267991886,25,0.19544267654418945,4,605,605,jetson2,ResNet,0.6666666666666666,0.7977816769327303,Knapsack
116,26,0.9666676082958909,0.21125450170065022,26,0.2814614772796631,4,859,859,jetson2,ResNet,0.6666666666666666,0.8324477852906347,Knapsack
117,27,0.9724037476091053,0.706209608118667,27,0.1972959041595459,4,609,609,jetson2,ResNet,0.6666666666666666,0.8471314595287807,Knapsack
118,28,0.7772549381073266,0.5606676200787005,28,0.1878519058227539,4,105,105,jetson2,ResNet,0.6666666666666666,0.94470586427967,Knapsack
119,29,0.9358431341309453,0.0809215751960163,29,0.16829466819763184,4,488,58,jetson2,ResNet,0.6666666666666666,0.8435684930174567,Knapsack
120,0,0.7993522376697744,0.04520586705254176,10,0.40082693099975586,3,293,293,rpi4-1,MobileNet,0.6333333333333333,0.828085281844976,Random
121,1,0.9150824977338401,0.1377432210548828,11,0.2673935890197754,3,659,544,rpi4-1,MobileNet,0.6333333333333333,0.8267128258085235,Random
122,2,0.9126170213325121,0.29792441424978894,12,0.22938895225524902,3,893,530,rpi4-1,MobileNet,0.6333333333333333,0.8603581560004105,Random
123,3,0.884370049311234,0.2976764266749278,13,0.2340555191040039,3,154,154,rpi4-1,MobileNet,0.6333333333333333,0.8744816420110497,Random
124,4,0.7321148357051666,0.35248106842480026,14,0.2779552936553955,3,582,962,rpi4-1,MobileNet,0.6333333333333333,0.9506092488140834,Random
125,5,0.80587057201842,0.06850480990349603,15,0.2496647834777832,3,998,987,rpi4-1,MobileNet,0.6333333333333333,0.8684413872638848,Random
126,6,0.949372327354153,0.016641220764865412,16,0.2308032512664795,3,688,688,rpi4-1,MobileNet,0.6333333333333333,0.7884399953641866,Random
127,7,0.971641888253724,0.1012332742257295,17,0.2693519592285156,3,846,846,rpi4-1,MobileNet,0.6333333333333333,0.7888160512891081,Random
128,8,0.8774398007465504,0.04605264021414135,18,0.2378227710723877,3,56,56,rpi4-1,MobileNet,0.6333333333333333,0.8300042335788298,Random
129,9,0.9675191620124308,0.7882205584425821,19,0.20450329780578613,3,186,151,rpi4-1,MobileNet,0.6333333333333333,0.8329070856604512,Random
130,10,0.9328651340452181,0.062076046410862805,0,0.2528254985809326,3,162,162,jetson,MobileNet,0.6333333333333333,0.8025467366015402,Random
131,11,0.9156179617833282,0.08053904257735628,1,0.2091999053955078,3,260,260,jetson,MobileNet,0.6333333333333333,0.8266924700704646,Random
132,12,0.8687816490844567,0.23075431549713632,2,0.2199411392211914,3,668,668,jetson,MobileNet,0.6333333333333333,0.8822758421244383,Random
133,13,0.7794453582592956,0.016429263155356998,3,0.235426664352417,3,984,984,jetson,MobileNet,0.6333333333333333,0.8721946372377538,Random
134,14,0.9107821707398938,0.187220187942002,4,0.28247976303100586,3,831,885,jetson,MobileNet,0.6333333333333333,0.8374606875244688,Random
135,15,0.7577514837796353,0.125491879173527,5,0.2431654930114746,3,473,969,jetson,MobileNet,0.6333333333333333,0.9083725213173621,Random
136,16,0.9646085178091643,0.2832425810007782,6,0.2261044979095459,3,771,754,jetson,MobileNet,0.6333333333333333,0.8343624077620845,Random
137,17,0.7631129264675774,0.04003517280010767,7,0.16784429550170898,3,698,698,jetson,MobileNet,0.6333333333333333,0.9031579227574775,Random
138,18,0.9806693626373779,1.2449378730421143,8,0.14159798622131348,3,593,650,jetson,MobileNet,0.6333333333333333,0.8263319853479777,Random
139,19,0.9616987184596291,0.634891653326124,9,0.17772936820983887,3,455,455,jetson,MobileNet,0.6333333333333333,0.8358173074368521,Random
140,20,0.8695721950867998,0.02784050336172582,20,0.26127028465270996,3,136,136,jetson2,MobileNet,0.6333333333333333,0.8235231238005207,Random
141,21,0.7311319331883022,0.7324633146056694,21,0.2159101963043213,3,838,838,jetson2,MobileNet,0.6333333333333333,0.9511007000725156,Random
142,22,0.7931355727074875,0.24502103898688893,22,0.21657586097717285,3,742,713,jetson2,MobileNet,0.6333333333333333,0.9200988803129229,Random
143,23,0.9429472007793668,0.3389630210642617,23,0.22173237800598145,3,364,364,jetson2,MobileNet,0.6333333333333333,0.8451930662769833,Random
144,24,0.7033240959822898,0.7760646592644778,24,0.13241839408874512,3,61,61,jetson2,MobileNet,0.6333333333333333,0.9650046186755217,Random
145,25,0.9769305308690708,0.00709711267991886,25,0.1663801670074463,3,605,605,jetson2,MobileNet,0.6333333333333333,0.7883806376502493,Random
146,26,0.9666676082958909,0.21125450170065022,26,0.22748112678527832,3,859,859,jetson2,MobileNet,0.6333333333333333,0.8292762062475642,Random
147,27,0.9724037476091053,0.706209608118667,27,0.17696142196655273,3,609,609,jetson2,MobileNet,0.6333333333333333,0.830464792862114,Random
148,28,0.7772549381073266,0.5606676200787005,28,0.15500521659851074,3,105,105,jetson2,MobileNet,0.6333333333333333,0.9280391976130034,Random
149,29,0.9358431341309453,0.0809215751960163,29,0.20026111602783203,3,488,58,jetson2,MobileNet,0.6333333333333333,0.8189102143932401,Random
