,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
81,81,1.0,0.0,11,0.22941946983337402,3,206,221,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7566167146464584,0.8098070827125
82,82,1.0,0.0,12,0.2431635856628418,3,235,235,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7497446567317245,0.8098070827125
83,83,1.0,0.0,13,0.2233901023864746,3,201,201,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7596313983699081,0.8098070827125
84,84,1.0,0.0,14,0.21537566184997559,3,209,209,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7636386186381576,0.8098070827125
85,85,1.0,0.0,15,0.218886137008667,3,126,126,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7618833810588119,0.8098070827125
86,86,1.0,0.0,16,0.2222883701324463,3,20,20,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7601822644969223,0.8098070827125
87,87,1.0,0.0,17,0.22925734519958496,3,155,204,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7566977769633529,0.8098070827125
88,88,1.0,0.0,18,0.20443034172058105,3,230,230,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7691112787028549,0.8098070827125
89,89,1.0,0.0,19,0.24715447425842285,3,127,127,True,True,Knapsack,1,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.747749212433934,0.8098070827125
90,90,1.0,0.0,10,0.3305544853210449,2,278,277,True,True,Random,1,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.6839291065458267,0.7341957254281251
91,91,1.0,0.0,11,0.21960043907165527,0,221,221,True,True,Random,1,rpi4-1,AlexNet,0.6,0.56522,0.6901997804641724,0.742216171503125
92,92,1.0,0.0,12,0.25786709785461426,4,235,235,True,True,Random,1,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7185240781913369,0.76534232088125
93,93,1.0,0.0,13,0.20360565185546875,0,201,201,True,True,Random,1,rpi4-1,AlexNet,0.6,0.56522,0.6981971740722657,0.742216171503125
94,94,1.0,0.0,14,0.2721438407897949,2,209,209,True,True,Random,1,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.7131344288114517,0.7341957254281251
95,95,1.0,0.0,15,0.291306734085083,4,126,126,True,True,Random,1,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7018042600761025,0.76534232088125
96,96,1.0,0.0,16,0.19356608390808105,0,20,20,True,True,Random,1,rpi4-1,AlexNet,0.6,0.56522,0.7032169580459595,0.742216171503125
97,97,1.0,0.0,17,0.29026174545288086,2,155,204,True,True,Random,1,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.7040754764799088,0.7341957254281251
98,98,1.0,0.0,18,0.2840902805328369,2,230,230,True,True,Random,1,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.7071612089399307,0.7341957254281251
99,99,1.0,0.0,19,0.23378729820251465,4,127,127,True,True,Random,1,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7305639780173867,0.76534232088125
100,100,1.0,0.0,10,0.2599358558654785,3,14,47,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7413585216304062,0.8098070827125
101,101,1.0,0.0,11,0.20985651016235352,3,101,101,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7663981944819687,0.8098070827125
102,102,1.0,0.0,12,0.22008419036865234,3,74,73,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7612843543788193,0.8098070827125
103,103,1.0,0.0,13,0.24053049087524414,3,230,230,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7510612041255234,0.8098070827125
104,104,1.0,0.0,14,0.23802399635314941,3,57,57,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7523144513865707,0.8098070827125
105,105,1.0,0.0,15,0.22186732292175293,3,202,202,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.760392788102269,0.8098070827125
106,106,1.0,0.0,16,0.20229840278625488,3,234,234,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.770177248170018,0.8098070827125
107,107,1.0,0.0,17,0.2438194751739502,3,199,199,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7494167119761703,0.8098070827125
108,108,1.0,0.0,18,0.24614620208740234,3,299,299,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7482533485194443,0.8098070827125
109,109,1.0,0.0,19,0.24721956253051758,3,183,183,True,True,Optimal,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7477166682978866,0.8098070827125
110,110,1.0,0.0,10,0.6848163604736328,3,14,47,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.528918269326329,0.8098070827125
111,111,1.0,0.0,11,0.6509160995483398,3,101,101,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.5458683997889755,0.8098070827125
112,112,1.0,0.0,12,0.510443925857544,3,74,73,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.6161044866343734,0.8098070827125
113,113,1.0,0.0,13,0.24586057662963867,3,230,230,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7483961612483261,0.8098070827125
114,114,1.0,0.0,14,0.2284398078918457,3,57,57,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7571065456172226,0.8098070827125
115,115,1.0,0.0,15,0.2039504051208496,3,202,202,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7693512470027206,0.8098070827125
116,116,1.0,0.0,16,0.21018385887145996,3,234,234,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7662345201274154,0.8098070827125
117,117,1.0,0.0,17,0.2178807258605957,3,199,199,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7623860866328476,0.8098070827125
118,118,1.0,0.0,18,0.20580673217773438,3,299,299,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7684230834742782,0.8098070827125
119,119,1.0,0.0,19,0.1875002384185791,3,183,183,True,True,EGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7775763303538559,0.8098070827125
120,120,1.0,0.0,10,0.21058392524719238,3,14,47,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7660344869395492,0.8098070827125
121,121,1.0,0.0,11,0.226348876953125,3,101,101,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7581520110865829,0.8098070827125
122,122,1.0,0.0,12,0.25199198722839355,3,74,73,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7453304559489486,0.8098070827125
123,123,1.0,0.0,13,0.204758882522583,3,230,230,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7689470083018539,0.8098070827125
124,124,1.0,0.0,14,0.21140599250793457,3,57,57,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7656234533091781,0.8098070827125
125,125,1.0,0.0,15,0.20202994346618652,3,202,202,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7703114778300522,0.8098070827125
126,126,1.0,0.0,16,0.21906065940856934,3,234,234,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7617961198588608,0.8098070827125
127,127,1.0,0.0,17,0.2189638614654541,3,199,199,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7618445188304184,0.8098070827125
128,128,1.0,0.0,18,0.227705717086792,3,299,299,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7574735910197494,0.8098070827125
129,129,1.0,0.0,19,0.21155595779418945,3,183,183,True,True,AGP,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7655484706660507,0.8098070827125
130,130,1.0,0.0,10,0.2438507080078125,3,14,47,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7494010955592392,0.8098070827125
131,131,1.0,0.0,11,0.19217562675476074,3,101,101,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.775238636185765,0.8098070827125
132,132,1.0,0.0,12,0.251708984375,3,74,73,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7454719573756454,0.8098070827125
133,133,1.0,0.0,13,0.20830512046813965,3,230,230,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7671738893290756,0.8098070827125
134,134,1.0,0.0,14,0.18970346450805664,3,57,57,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7764747173091171,0.8098070827125
135,135,1.0,0.0,15,0.2681894302368164,3,202,202,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7372317344447372,0.8098070827125
136,136,1.0,0.0,16,0.2266988754272461,3,234,234,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7579770118495224,0.8098070827125
137,137,1.0,0.0,17,0.18971776962280273,3,199,199,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.776467564751744,0.8098070827125
138,138,1.0,0.0,18,0.17904281616210938,3,299,299,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7818050414820907,0.8098070827125
139,139,1.0,0.0,19,0.19149208068847656,3,183,183,True,True,Knapsack,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7755804092189071,0.8098070827125
140,140,1.0,0.0,10,0.2221674919128418,3,14,47,True,True,Random,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7602427036067245,0.8098070827125
141,141,1.0,0.0,11,0.2095966339111328,5,101,101,True,True,Random,2,rpi4-1,SqueezeNet,0.6,0.58092,0.6952016830444336,0.723631531590625
142,142,1.0,0.0,12,0.26433682441711426,4,74,73,True,True,Random,2,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7152892149100869,0.76534232088125
143,143,1.0,0.0,13,0.28344297409057617,2,230,230,True,True,Random,2,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.7074848621610611,0.7341957254281251
144,144,1.0,0.0,14,0.22626852989196777,5,321,57,True,True,Random,2,rpi4-1,SqueezeNet,0.6,0.58092,0.6868657350540162,0.723631531590625
145,145,1.0,0.0,15,0.2266860008239746,3,202,202,True,True,Random,2,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7579834491511581,0.8098070827125
146,146,1.0,0.0,16,0.5379030704498291,1,234,234,True,True,Random,2,rpi4-1,DenseNet,0.7959183673469388,0.77138,0.6290076484485548,0.48297776649687496
147,147,1.0,0.0,17,0.27130770683288574,2,198,199,True,True,Random,2,rpi4-1,GoogLeNet,0.6984126984126984,0.69778,0.7135524957899063,0.7341957254281251
148,148,1.0,0.0,18,0.23381900787353516,4,299,299,True,True,Random,2,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7305481231818765,0.76534232088125
149,149,1.0,0.0,19,0.23644018173217773,4,183,183,True,True,Random,2,rpi4-1,ResNet,0.6949152542372882,0.69758,0.7292375362525552,0.76534232088125
150,150,1.0,0.0,10,0.29032301902770996,3,254,254,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7261649400492904,0.8098070827125
151,151,1.0,0.0,11,0.20351624488830566,3,86,85,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7695683271189926,0.8098070827125
152,152,1.0,0.0,12,0.21425199508666992,3,199,199,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7642004520198105,0.8098070827125
153,153,1.0,0.0,13,0.21125531196594238,3,125,119,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7656987935801742,0.8098070827125
154,154,1.0,0.0,14,0.20877957344055176,3,293,293,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7669366628428695,0.8098070827125
155,155,1.0,0.0,15,0.21249055862426758,3,141,141,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7650811702510116,0.8098070827125
156,156,1.0,0.0,16,0.4225044250488281,3,281,282,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.6600742370387314,0.8098070827125
157,157,1.0,0.0,17,0.5938949584960938,3,18,18,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.5743789703150985,0.8098070827125
158,158,1.0,0.0,18,0.7077972888946533,3,76,76,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.5174278051158188,0.8098070827125
159,159,1.0,0.0,19,0.8733985424041748,3,190,190,True,True,Optimal,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.43462717836105796,0.8098070827125
160,160,1.0,0.0,10,0.26318907737731934,3,254,254,True,True,EGP,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7397319108744858,0.8098070827125
161,161,1.0,0.0,11,0.17867207527160645,3,86,85,True,True,EGP,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7819904119273422,0.8098070827125
162,162,1.0,0.0,12,0.20238161087036133,3,199,199,True,True,EGP,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7701356441279648,0.8098070827125
163,163,1.0,0.0,13,0.24562668800354004,3,125,119,True,True,EGP,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7485131055613754,0.8098070827125
164,164,1.0,0.0,14,0.23799371719360352,3,293,293,True,True,EGP,3,rpi4-1,MobileNet,0.7426528991262907,0.71878,0.7523295909663437,0.8098070827125
