,index,req_accuracy,req_delay,req_id,served_delay,served_model,served_pred,true_answer,high_acc,low_delay,algorithm,mc_run,client_id,served_model_name,served_accuracy,served_pre_accuracy,post-QoS,QoS
27,27,0.675,0.0,17,0.12466788291931152,3,439,439,False,True,AGP,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9376660585403442,0.9504170827125
28,28,0.675,0.0,18,0.14105439186096191,3,848,482,False,True,AGP,0,jetson,MobileNet,0.7309803921568627,0.71878,0.929472804069519,0.9504170827125
29,29,0.675,0.0,19,0.13030195236206055,3,535,535,False,True,AGP,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9348490238189697,0.9504170827125
30,30,0.675,0.0,10,0.2084496021270752,3,537,537,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.8957751989364624,0.9504170827125
31,31,0.675,0.0,11,0.16567206382751465,3,662,662,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9171639680862427,0.9504170827125
32,32,0.675,0.0,12,0.18521952629089355,3,893,551,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9073902368545532,0.9504170827125
33,33,0.675,0.0,13,0.12852907180786133,3,722,477,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9357354640960693,0.9504170827125
34,34,0.675,0.0,14,0.1444244384765625,3,655,638,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9277877807617188,0.9504170827125
35,35,0.675,0.0,15,0.1534411907196045,3,379,379,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9232794046401978,0.9504170827125
36,36,0.675,0.0,16,0.13778352737426758,3,655,514,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9311082363128662,0.9504170827125
37,37,0.675,0.0,17,0.13843488693237305,3,439,439,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9307825565338135,0.9504170827125
38,38,0.675,0.0,18,0.13995671272277832,3,848,482,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9300216436386108,0.9504170827125
39,39,0.675,0.0,19,0.1507706642150879,3,535,535,False,True,Knapsack,0,jetson,MobileNet,0.7309803921568627,0.71878,0.924614667892456,0.9504170827125
40,40,0.675,0.0,10,0.2454071044921875,5,537,537,False,True,Random,0,jetson,SqueezeNet,0.5846153846153846,0.58092,0.8321041400615985,0.886131531590625
41,41,0.675,0.0,11,0.18852877616882324,3,662,662,False,True,Random,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9057356119155884,0.9504170827125
42,42,0.675,0.0,12,0.3935084342956543,2,551,551,False,True,Random,0,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8032457828521729,0.885305725428125
43,43,0.675,0.0,13,0.2949032783508301,2,456,477,False,True,Random,0,jetson,GoogLeNet,0.6842105263157895,0.69778,0.852548360824585,0.885305725428125
44,44,0.675,0.0,14,0.30778002738952637,2,655,638,False,True,Random,0,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8461099863052368,0.885305725428125
45,45,0.675,0.0,15,0.14696955680847168,0,379,379,False,True,Random,0,jetson,AlexNet,0.5283018867924528,0.56522,0.8531661649919906,0.9047161715031249
46,46,0.675,0.0,16,0.14727091789245605,5,929,514,False,True,Random,0,jetson,SqueezeNet,0.5846153846153846,0.58092,0.8811722333614642,0.886131531590625
47,47,0.675,0.0,17,0.11803531646728516,3,439,439,False,True,Random,0,jetson,MobileNet,0.7309803921568627,0.71878,0.9409823417663574,0.9504170827125
48,48,0.675,0.0,18,0.11686849594116211,3,848,482,False,True,Random,0,jetson,MobileNet,0.7309803921568627,0.71878,0.941565752029419,0.9504170827125
49,49,0.675,0.0,19,0.13100028038024902,0,535,535,False,True,Random,0,jetson,AlexNet,0.5283018867924528,0.56522,0.8611508032061019,0.9047161715031249
50,50,0.675,0.0,10,0.24268436431884766,3,578,650,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.8786578178405762,0.9504170827125
51,51,0.675,0.0,11,0.1675257682800293,3,101,386,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9162371158599854,0.9504170827125
52,52,0.675,0.0,12,0.15070557594299316,3,721,556,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9246472120285034,0.9504170827125
53,53,0.675,0.0,13,0.14419937133789062,3,569,569,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9279003143310547,0.9504170827125
54,54,0.675,0.0,14,0.13701152801513672,3,520,520,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9314942359924316,0.9504170827125
55,55,0.675,0.0,15,0.12079930305480957,3,513,513,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9396003484725952,0.9504170827125
56,56,0.675,0.0,16,0.14278244972229004,3,582,582,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.928608775138855,0.9504170827125
57,57,0.675,0.0,17,0.1495072841644287,3,605,605,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9252463579177856,0.9504170827125
58,58,0.675,0.0,18,0.15415334701538086,3,565,565,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9229233264923096,0.9504170827125
59,59,0.675,0.0,19,0.17251992225646973,3,492,492,False,True,Optimal,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9137400388717651,0.9504170827125
60,60,0.675,0.0,10,0.17525911331176758,3,578,650,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9123704433441162,0.9504170827125
61,61,0.675,0.0,11,0.11961126327514648,3,101,386,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9401943683624268,0.9504170827125
62,62,0.675,0.0,12,0.1471107006072998,3,721,556,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9264446496963501,0.9504170827125
63,63,0.675,0.0,13,0.14241409301757812,3,569,569,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9287929534912109,0.9504170827125
64,64,0.675,0.0,14,0.12617778778076172,3,520,520,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9369111061096191,0.9504170827125
65,65,0.675,0.0,15,0.13512229919433594,3,513,513,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.932438850402832,0.9504170827125
66,66,0.675,0.0,16,0.135969877243042,3,582,582,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.932015061378479,0.9504170827125
67,67,0.675,0.0,17,0.13674569129943848,3,605,605,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9316271543502808,0.9504170827125
68,68,0.675,0.0,18,0.11873483657836914,3,565,565,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9406325817108154,0.9504170827125
69,69,0.675,0.0,19,0.13102960586547852,3,492,492,False,True,EGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9344851970672607,0.9504170827125
70,70,0.675,0.0,10,0.221099853515625,3,578,650,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.8894500732421875,0.9504170827125
71,71,0.675,0.0,11,0.1517341136932373,3,101,386,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9241329431533813,0.9504170827125
72,72,0.675,0.0,12,0.1732921600341797,3,721,556,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9133539199829102,0.9504170827125
73,73,0.675,0.0,13,0.15099000930786133,3,569,569,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9245049953460693,0.9504170827125
74,74,0.675,0.0,14,0.1368708610534668,3,520,520,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9315645694732666,0.9504170827125
75,75,0.675,0.0,15,0.13067245483398438,3,513,513,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9346637725830078,0.9504170827125
76,76,0.675,0.0,16,0.14904356002807617,3,582,582,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9254782199859619,0.9504170827125
77,77,0.675,0.0,17,0.12742233276367188,3,605,605,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9362888336181641,0.9504170827125
78,78,0.675,0.0,18,0.1397397518157959,3,565,565,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.930130124092102,0.9504170827125
79,79,0.675,0.0,19,0.14384865760803223,3,492,492,False,True,AGP,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9280756711959839,0.9504170827125
80,80,0.675,0.0,10,0.22220540046691895,3,578,650,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.8888972997665405,0.9504170827125
81,81,0.675,0.0,11,0.17065048217773438,3,101,386,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9146747589111328,0.9504170827125
82,82,0.675,0.0,12,0.1449880599975586,3,721,556,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9275059700012207,0.9504170827125
83,83,0.675,0.0,13,0.13809442520141602,3,569,569,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.930952787399292,0.9504170827125
84,84,0.675,0.0,14,0.12976694107055664,3,520,520,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9351165294647217,0.9504170827125
85,85,0.675,0.0,15,0.1590111255645752,3,513,513,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9204944372177124,0.9504170827125
86,86,0.675,0.0,16,0.13599896430969238,3,582,582,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9320005178451538,0.9504170827125
87,87,0.675,0.0,17,0.14135384559631348,3,605,605,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9293230772018433,0.9504170827125
88,88,0.675,0.0,18,0.12541890144348145,3,565,565,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9372905492782593,0.9504170827125
89,89,0.675,0.0,19,0.13741230964660645,3,492,492,False,True,Knapsack,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9312938451766968,0.9504170827125
90,90,0.675,0.0,10,0.41147541999816895,2,608,650,False,True,Random,1,jetson,GoogLeNet,0.6842105263157895,0.69778,0.7942622900009155,0.885305725428125
91,91,0.675,0.0,11,0.14035630226135254,3,101,386,False,True,Random,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9298218488693237,0.9504170827125
92,92,0.675,0.0,12,0.6725990772247314,1,556,556,False,True,Random,1,jetson,DenseNet,0.782608695652174,0.77138,0.6637004613876343,0.597287766496875
93,93,0.675,0.0,13,0.1646733283996582,4,569,569,False,True,Random,1,jetson,ResNet,0.6296296296296297,0.69758,0.8949781506149856,0.91655232088125
94,94,0.675,0.0,14,0.6630191802978516,1,520,520,False,True,Random,1,jetson,DenseNet,0.782608695652174,0.77138,0.6684904098510742,0.597287766496875
95,95,0.675,0.0,15,0.14020824432373047,5,513,513,False,True,Random,1,jetson,SqueezeNet,0.5846153846153846,0.58092,0.884703570145827,0.886131531590625
96,96,0.675,0.0,16,0.666959285736084,1,582,582,False,True,Random,1,jetson,DenseNet,0.782608695652174,0.77138,0.666520357131958,0.597287766496875
97,97,0.675,0.0,17,0.11148953437805176,3,605,605,False,True,Random,1,jetson,MobileNet,0.7309803921568627,0.71878,0.9442552328109741,0.9504170827125
98,98,0.675,0.0,18,0.10196161270141602,3,565,565,False,True,Random,1,jetson,MobileNet,0.7309803921568627,0.71878,0.949019193649292,0.9504170827125
99,99,0.675,0.0,19,0.6032156944274902,1,492,492,False,True,Random,1,jetson,DenseNet,0.782608695652174,0.77138,0.6983921527862549,0.597287766496875
100,100,0.675,0.0,10,0.239851713180542,3,575,575,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.880074143409729,0.9504170827125
101,101,0.675,0.0,11,0.17034506797790527,3,620,526,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9148274660110474,0.9504170827125
102,102,0.675,0.0,12,0.14484667778015137,3,640,640,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9275766611099243,0.9504170827125
103,103,0.675,0.0,13,0.17990875244140625,3,498,454,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9100456237792969,0.9504170827125
104,104,0.675,0.0,14,0.15639972686767578,3,651,651,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9218001365661621,0.9504170827125
105,105,0.675,0.0,15,0.1728191375732422,3,341,341,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9135904312133789,0.9504170827125
106,106,0.675,0.0,16,0.16266465187072754,3,692,623,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9186676740646362,0.9504170827125
107,107,0.675,0.0,17,0.16677522659301758,3,394,394,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9166123867034912,0.9504170827125
108,108,0.675,0.0,18,0.1657547950744629,3,440,440,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9171226024627686,0.9504170827125
109,109,0.675,0.0,19,0.175095796585083,3,490,490,False,True,Optimal,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9124521017074585,0.9504170827125
110,110,0.675,0.0,10,0.35981130599975586,3,575,575,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8200943470001221,0.9504170827125
111,111,0.675,0.0,11,0.14022469520568848,3,620,526,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9298876523971558,0.9504170827125
112,112,0.675,0.0,12,0.19493913650512695,3,640,640,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9025304317474365,0.9504170827125
113,113,0.675,0.0,13,0.13781428337097168,3,498,454,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9310928583145142,0.9504170827125
114,114,0.675,0.0,14,0.13116931915283203,3,651,651,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.934415340423584,0.9504170827125
115,115,0.675,0.0,15,0.17853569984436035,3,341,341,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9107321500778198,0.9504170827125
116,116,0.675,0.0,16,0.14797663688659668,3,692,623,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9260116815567017,0.9504170827125
117,117,0.675,0.0,17,0.20708179473876953,3,394,394,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8964591026306152,0.9504170827125
118,118,0.675,0.0,18,0.20017695426940918,3,440,440,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8999115228652954,0.9504170827125
119,119,0.675,0.0,19,0.23637866973876953,3,490,490,False,True,EGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8818106651306152,0.9504170827125
120,120,0.675,0.0,10,0.23096132278442383,3,575,575,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8845193386077881,0.9504170827125
121,121,0.675,0.0,11,0.16696596145629883,3,620,526,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9165170192718506,0.9504170827125
122,122,0.675,0.0,12,0.23675990104675293,3,640,640,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8816200494766235,0.9504170827125
123,123,0.675,0.0,13,0.18007564544677734,3,498,454,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9099621772766113,0.9504170827125
124,124,0.675,0.0,14,0.15323209762573242,3,651,651,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9233839511871338,0.9504170827125
125,125,0.675,0.0,15,0.13168764114379883,3,341,341,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9341561794281006,0.9504170827125
126,126,0.675,0.0,16,0.11681294441223145,3,692,623,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9415935277938843,0.9504170827125
127,127,0.675,0.0,17,0.13715124130249023,3,394,394,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9314243793487549,0.9504170827125
128,128,0.675,0.0,18,0.14764785766601562,3,440,440,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9261760711669922,0.9504170827125
129,129,0.675,0.0,19,0.12686872482299805,3,490,490,False,True,AGP,2,jetson,MobileNet,0.7309803921568627,0.71878,0.936565637588501,0.9504170827125
130,130,0.675,0.0,10,0.24311089515686035,3,575,575,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8784445524215698,0.9504170827125
131,131,0.675,0.0,11,0.16948890686035156,3,620,526,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9152555465698242,0.9504170827125
132,132,0.675,0.0,12,0.1732640266418457,3,640,640,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9133679866790771,0.9504170827125
133,133,0.675,0.0,13,0.16538763046264648,3,498,454,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9173061847686768,0.9504170827125
134,134,0.675,0.0,14,0.1594862937927246,3,651,651,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9202568531036377,0.9504170827125
135,135,0.675,0.0,15,0.16802668571472168,3,341,341,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9159866571426392,0.9504170827125
136,136,0.675,0.0,16,0.1586012840270996,3,692,623,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9206993579864502,0.9504170827125
137,137,0.675,0.0,17,0.19376516342163086,3,394,394,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9031174182891846,0.9504170827125
138,138,0.675,0.0,18,0.14651966094970703,3,440,440,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9267401695251465,0.9504170827125
139,139,0.675,0.0,19,0.12685894966125488,3,490,490,False,True,Knapsack,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9365705251693726,0.9504170827125
140,140,0.675,0.0,10,0.2153635025024414,3,575,575,False,True,Random,2,jetson,MobileNet,0.7309803921568627,0.71878,0.8923182487487793,0.9504170827125
141,141,0.675,0.0,11,0.18409514427185059,5,620,526,False,True,Random,2,jetson,SqueezeNet,0.5846153846153846,0.58092,0.862760120171767,0.886131531590625
142,142,0.675,0.0,12,0.18733978271484375,4,640,640,False,True,Random,2,jetson,ResNet,0.6296296296296297,0.69758,0.8836449234573929,0.91655232088125
143,143,0.675,0.0,13,0.23994112014770508,2,762,454,False,True,Random,2,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8800294399261475,0.885305725428125
144,144,0.675,0.0,14,0.2959318161010742,2,651,651,False,True,Random,2,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8520340919494629,0.885305725428125
145,145,0.675,0.0,15,0.15927410125732422,4,341,341,False,True,Random,2,jetson,ResNet,0.6296296296296297,0.69758,0.8976777641861526,0.91655232088125
146,146,0.675,0.0,16,0.24695920944213867,2,692,623,False,True,Random,2,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8765203952789307,0.885305725428125
147,147,0.675,0.0,17,0.18703818321228027,5,394,394,False,True,Random,2,jetson,SqueezeNet,0.5846153846153846,0.58092,0.8612886007015521,0.886131531590625
148,148,0.675,0.0,18,0.22198987007141113,2,512,440,False,True,Random,2,jetson,GoogLeNet,0.6842105263157895,0.69778,0.8890050649642944,0.885305725428125
149,149,0.675,0.0,19,0.1153554916381836,3,490,490,False,True,Random,2,jetson,MobileNet,0.7309803921568627,0.71878,0.9423222541809082,0.9504170827125
150,150,0.675,0.0,10,0.2615396976470947,3,350,365,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.8692301511764526,0.9504170827125
151,151,0.675,0.0,11,0.18556499481201172,3,463,463,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9072175025939941,0.9504170827125
152,152,0.675,0.0,12,0.12629318237304688,3,361,361,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9368534088134766,0.9504170827125
153,153,0.675,0.0,13,0.13311076164245605,3,370,370,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.933444619178772,0.9504170827125
154,154,0.675,0.0,14,0.12156224250793457,3,534,534,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9392188787460327,0.9504170827125
155,155,0.675,0.0,15,0.1616222858428955,3,579,579,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9191888570785522,0.9504170827125
156,156,0.675,0.0,16,0.1575639247894287,3,433,433,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9212180376052856,0.9504170827125
157,157,0.675,0.0,17,0.15457892417907715,3,396,396,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9227105379104614,0.9504170827125
158,158,0.675,0.0,18,0.1501915454864502,3,379,379,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9249042272567749,0.9504170827125
159,159,0.675,0.0,19,0.14756441116333008,3,354,354,False,True,Optimal,3,jetson,MobileNet,0.7309803921568627,0.71878,0.926217794418335,0.9504170827125
160,160,0.675,0.0,10,0.2455592155456543,3,350,365,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.8772203922271729,0.9504170827125
161,161,0.675,0.0,11,0.15989255905151367,3,463,463,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9200537204742432,0.9504170827125
162,162,0.675,0.0,12,0.16336655616760254,3,361,361,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9183167219161987,0.9504170827125
163,163,0.675,0.0,13,0.1661546230316162,3,370,370,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9169226884841919,0.9504170827125
164,164,0.675,0.0,14,0.13651394844055176,3,534,534,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9317430257797241,0.9504170827125
165,165,0.675,0.0,15,0.14825654029846191,3,579,579,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.925871729850769,0.9504170827125
166,166,0.675,0.0,16,0.18110895156860352,3,433,433,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9094455242156982,0.9504170827125
167,167,0.675,0.0,17,0.163222074508667,3,396,396,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9183889627456665,0.9504170827125
168,168,0.675,0.0,18,0.1318809986114502,3,379,379,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9340595006942749,0.9504170827125
169,169,0.675,0.0,19,0.11229276657104492,3,354,354,False,True,EGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.9438536167144775,0.9504170827125
170,170,0.675,0.0,10,0.2433459758758545,3,350,365,False,True,AGP,3,jetson,MobileNet,0.7309803921568627,0.71878,0.8783270120620728,0.9504170827125
